genes logFC logCPM PValue FDR
ZT3D7_G9109 9.11514571249384 3.51677244240029 9.95246400590296e-96 2.26071727843177e-93
ZT3D7_G6303 8.25675076594855 3.83797258742788 4.29626019126909e-94 9.47199011580974e-92
ZT3D7_G4392 8.14664194452044 3.72758945027344 2.63393473511693e-91 5.64113564983901e-89
ZT3D7_G627 11.6966014028166 3.41714696608966 3.38938182414362e-91 7.05744615382793e-89
ZT3D7_G11139 11.580306519494 3.3027085079168 3.67678265817106e-91 7.44896292044603e-89
ZT3D7_G7662 4.6107613781037 5.4013666928306 5.58012319134473e-91 1.10075272216632e-88
ZT3D7_G5066 11.6113698352856 3.3341063478453 3.83877633118152e-90 7.37832496885555e-88
ZT3D7_G6039 10.0093262382908 3.61425271456197 8.49352850827812e-89 1.59168724245132e-86
ZT3D7_G3323 11.6162852579072 3.33904544907165 3.4721514741442e-88 6.34810913419145e-86
ZT3D7_G5939 9.69065031343477 3.30213041260722 1.41432436574379e-87 2.52423224895605e-85
ZT3D7_G763 7.15740943647649 4.06331345050024 7.82639179795735e-87 1.36434030040671e-84
ZT3D7_G8929 5.8280877929847 5.32270225153039 3.48344136106291e-86 5.93451737330173e-84
ZT3D7_G4529 9.909357743369 3.52143597308075 3.48256642576855e-85 5.80118176168024e-83
ZT3D7_G2247 11.7501568324936 3.46801947804583 1.78465017722072e-84 2.90820385401012e-82
ZT3D7_G7842 7.40003198263261 3.44437371360535 2.03284655464899e-84 3.24217399439337e-82
ZT3D7_G8922 6.79169767870841 4.87086884227936 1.48484986724714e-83 2.31884054268428e-81
ZT3D7_G9982 11.4033936360827 3.12621478381535 2.7957649378501e-83 4.27694979063762e-81
ZT3D7_G10141 11.2360431384679 2.96218200247794 1.60227299833661e-81 2.40212767910625e-79
ZT3D7_G11159 7.25806420577651 3.47555347701901 2.80239142266961e-81 4.11896590281008e-79
ZT3D7_G8222 9.6180339344204 3.22797539151709 3.92406178527809e-80 5.65668598893164e-78
ZT3D7_G704 9.40746746774193 3.02107088379163 3.47874648093943e-79 4.92012898511735e-77
ZT3D7_G10924 8.16953936413387 3.08678664151493 5.65591269587469e-79 7.85124473486604e-77
ZT3D7_G9976 11.0675150738318 2.79794205329974 3.90203765898225e-78 5.31812259849654e-76
ZT3D7_G8193 8.52723052024021 2.93473180520304 5.57180164127484e-78 7.45825448267789e-76
ZT3D7_G9153 11.4323322242771 3.15339667899304 9.12297359449317e-78 1.19975105376001e-75
ZT3D7_G7839 7.540594727222 5.28852460734716 4.77862696714177e-77 6.17596340443012e-75
ZT3D7_G5729 8.62039103266049 3.02515226439175 5.45643285816323e-77 6.93244418725281e-75
ZT3D7_G7241 9.13639090006393 2.75315054323351 8.95620925905115e-77 1.11892907676412e-74
ZT3D7_G8217 11.1950604811784 2.92003531901714 1.25448481895068e-74 1.54157675456628e-72
ZT3D7_G9714 4.63824694632782 4.32366782158511 2.23253906795813e-74 2.69921175055067e-72
ZT3D7_G9979 10.8585945847902 2.59144656266689 9.29661100230215e-74 1.10614914401995e-71
ZT3D7_G6743 11.8858325031118 3.60050311465971 2.56518663432185e-73 3.00447484544947e-71
ZT3D7_G4527 10.8311647557037 2.56266335497411 3.62429078744852e-72 4.17964365272525e-70
ZT3D7_G9061 7.67360737947787 3.26287269668771 1.04441221243949e-71 1.18619908249188e-69
ZT3D7_G4244 4.62992215969178 4.34474334984228 6.05312257292305e-70 6.77226967263152e-68
ZT3D7_G9734 7.1717834019901 3.21210842360997 8.60230072675499e-70 9.48277150702285e-68
ZT3D7_G4658 6.1676206462348 3.94737838853817 1.14150024064875e-69 1.24009939187001e-67
ZT3D7_G4555 -4.84460900690137 4.54052930830898 2.07553208829872e-69 2.22259836198389e-67
ZT3D7_G1742 4.49605644351044 4.24937344410073 3.05395929592373e-69 3.22429280031609e-67
ZT3D7_G10255 8.11352258036035 2.52878192677 1.52432260235948e-68 1.58698919823426e-66
ZT3D7_G11108 10.6186202134261 2.35510212949093 1.62026872914716e-68 1.66377183475165e-66
ZT3D7_G2305 11.0134896329892 2.74680556888199 2.77292294535863e-68 2.8088959997849e-66
ZT3D7_G9971 10.6339122433893 2.36897334093666 1.67955200006061e-67 1.67865623899391e-65
ZT3D7_G3190 -4.31085225897967 4.54556429469934 7.61215885736916e-67 7.50799247300516e-65
ZT3D7_G1731 11.1379448894302 2.86080396571356 1.59018766899806e-66 1.54805802166356e-64
ZT3D7_G4190 4.95264354437906 4.13122057927763 2.20357072323137e-66 2.11768796683876e-64
ZT3D7_G5750 7.60760323716362 4.12642130883406 3.81031120189763e-66 3.61545478093982e-64
ZT3D7_G10084 3.52365438722754 5.5905199442541 8.88617211046946e-66 8.32634326750988e-64
ZT3D7_G7366 7.49244875712799 2.42392911637038 2.43405636044454e-65 2.25255388615954e-63
ZT3D7_G8871 3.72803828927606 4.90585027171127 2.59557464604696e-65 2.37273506667903e-63
ZT3D7_G10424 8.71732363276249 2.34738880532282 3.65731361780504e-65 3.30303890109236e-63
ZT3D7_G11394 10.6160553766446 2.35481832519499 1.1682317472868e-64 1.04250775924546e-62
ZT3D7_G9283 10.6524282383044 2.38527573470944 3.45330592387427e-64 3.04540955357195e-62
ZT3D7_G11697 10.4772829590019 2.21748418185221 4.07030312539965e-64 3.54778979395299e-62
ZT3D7_G9282 10.5212876365674 2.26223673538605 1.67407470935749e-63 1.44239816337284e-61
ZT3D7_G1914 3.73400258934034 5.36130958889461 8.99465727126324e-63 7.66181260288514e-61
ZT3D7_G11390 8.55882076635254 2.18903982671055 9.32463669837577e-63 7.85364906640728e-61
ZT3D7_G3752 4.21293198199498 4.95409852351941 1.44652686109797e-62 1.20479615008782e-60
ZT3D7_G5727 6.61206870205683 2.46026708107166 2.81542819541016e-62 2.3191703025049e-60
ZT3D7_G6043 6.40476658404648 2.65012632538489 3.99483245345131e-62 3.25492000772511e-60
ZT3D7_G5657 3.3707069011252 4.89157879921776 4.73129470407124e-62 3.81352527975462e-60
ZT3D7_G10544 7.47539478850073 2.4049667248946 1.0145702461766e-61 8.09065804823386e-60
ZT3D7_G628 8.57512386600029 2.2028480233081 3.2153497444337e-61 2.53708017729211e-59
ZT3D7_G4877 3.98998506666173 4.58728754121068 1.6724431292907e-60 1.30589934345449e-58
ZT3D7_G3652 -3.04467511386681 9.49554534735328 7.62094528783958e-60 5.8893408121284e-58
ZT3D7_G1644 3.37263173782421 5.41415707513835 5.46927208000856e-59 4.18343505221879e-57
ZT3D7_G8860 9.01005028862537 2.63686531845722 9.30816597507825e-59 7.04788001506935e-57
ZT3D7_G169 -4.55748277035642 7.40938110823319 2.22927975644826e-58 1.67106810543362e-56
ZT3D7_G4609 4.7948307583161 3.46181128568722 5.6940634422959e-58 4.22600985776733e-56
ZT3D7_G9860 7.1732172920207 2.47229300314831 7.8005222847236e-58 5.73261912218511e-56
ZT3D7_G107 5.63349335276737 3.00789121111989 8.48767034391386e-58 6.17704630077459e-56
ZT3D7_G8653 5.4017638406041 3.90983809694721 8.87278099695102e-58 6.39522753395623e-56
ZT3D7_G4842 3.29685036273754 8.25964697524468 2.7022766819053e-57 1.92916819119639e-55
ZT3D7_G5355 8.52485225635647 2.15735151625312 3.60566779572397e-57 2.54981941478744e-55
ZT3D7_G343 7.89099569953596 2.30611472903159 4.12144998372843e-56 2.88732608205872e-54
ZT3D7_G2402 6.1398989254721 2.55148540397472 4.60330905511116e-56 3.19503747010308e-54
ZT3D7_G4534 6.54945265887935 2.79162786208423 6.36214138010201e-56 4.37528548488483e-54
ZT3D7_G7565 6.72504206270672 3.38256112226099 1.23969071207095e-55 8.4479287069853e-54
ZT3D7_G2346 3.8629637277593 3.90263775888691 1.26977158397657e-55 8.57496197611564e-54
ZT3D7_G7531 4.34405097459498 3.71002232075484 1.37910018373184e-55 9.23012051540526e-54
ZT3D7_G6096 5.44898736613908 2.77550674759289 2.9154504662604e-55 1.93400147744141e-53
ZT3D7_G3694 4.48604862007672 4.0323894541376 4.37802721966206e-54 2.87874491566551e-52
ZT3D7_G11684 -8.10016403236747 2.48946734555302 5.65757809129257e-54 3.68775698889818e-52
ZT3D7_G1597 4.16372739837768 3.82787674372227 6.30093470567202e-54 4.07170746152737e-52
ZT3D7_G10238 3.13145769773284 4.75998886990341 3.22235693707357e-53 2.0645117607097e-51
ZT3D7_G11592 -5.02548871333977 3.11337359280934 1.28246737490252e-52 8.14692834090618e-51
ZT3D7_G3896 3.63117539265995 9.50366239191769 1.73980867632772e-52 1.09593326367669e-50
ZT3D7_G7846 5.76198975744428 2.47215556077224 6.13090424549862e-52 3.82977151868814e-50
ZT3D7_G7822 2.96056399439269 5.40335231061754 1.12175418144011e-51 6.94931350750005e-50
ZT3D7_G5655 7.61961306223172 2.05088813592962 3.05754904496177e-51 1.87863833123225e-49
ZT3D7_G6023 -3.56156745649882 5.59477541335573 3.85760879608031e-51 2.35094597848927e-49
ZT3D7_G1430 -4.94158160029133 2.53309107783381 4.38971939729271e-51 2.65365617758921e-49
ZT3D7_G2611 -4.08099045107267 3.40546370585102 5.10463989370202e-51 3.06115045145523e-49
ZT3D7_G396 4.52066249409363 3.487218695052 1.88507377020854e-50 1.1214692842447e-48
ZT3D7_G6718 4.71544257824417 3.36470674856208 3.29968056020304e-49 1.94759098262063e-47
ZT3D7_G6300 3.87090325144461 6.87638133485149 5.84891918182891e-49 3.42527329585856e-47
ZT3D7_G10001 6.30153835594852 2.36564493884123 6.18168294261577e-49 3.59208490991068e-47
ZT3D7_G3532 -4.32087692022034 2.8529044114023 6.57150870664691e-49 3.78923302038656e-47
ZT3D7_G621 4.65044390905239 2.70645836943377 1.51219109778709e-48 8.65296524352061e-47
ZT3D7_G6734 3.74074395116614 4.64939181995629 1.71365604777381e-48 9.73148919250947e-47
ZT3D7_G1419 4.7028346851407 3.11185433157211 2.91905903588333e-48 1.6452080099986e-46
ZT3D7_G2291 2.91193499687484 5.00608511997503 3.98766983901677e-48 2.23071441143804e-46
ZT3D7_G7322 4.95906006978721 2.52463535638509 7.16420789245968e-48 3.9779927675465e-46
ZT3D7_G767 3.45218917859463 4.37232130843376 8.07908533579007e-48 4.45300174096194e-46
ZT3D7_G7663 4.39592204914131 3.04937724498374 1.81995890741876e-47 9.95796494161389e-46
ZT3D7_G6177 5.10403573668068 2.35116206752718 4.2985449345914e-47 2.33491977026791e-45
ZT3D7_G10759 3.15296601043617 5.35925689561688 4.8218388501857e-47 2.6003240302872e-45
ZT3D7_G5884 4.37943197126604 2.57728665034714 1.00205485786221e-46 5.36528801038224e-45
ZT3D7_G7237 3.72044113298207 4.83465126643726 3.37618525527443e-46 1.79488543783951e-44
ZT3D7_G3321 4.64009294715909 2.82319978998315 5.09431367718909e-46 2.68922361438094e-44
ZT3D7_G7120 4.53862484633685 7.52785520116893 6.61985112142633e-46 3.47009818225257e-44
ZT3D7_G10601 4.2607204318405 3.10121113182118 7.46297641206159e-46 3.88489383227873e-44
ZT3D7_G9205 2.93989679668938 7.20285262255048 9.16314202981219e-46 4.73702845899808e-44
ZT3D7_G7844 5.57501803377586 3.41535782549129 9.39177307758381e-46 4.82196787599783e-44
ZT3D7_G5547 -4.13058995555034 2.73474188742395 1.0770191282966e-45 5.492064888239e-44
ZT3D7_G7462 -2.77275309853276 6.0746559528299 1.31963846496259e-45 6.68379049551323e-44
ZT3D7_G11270 4.1438281830508 3.34115747808883 2.30319629958741e-45 1.15870868870519e-43
ZT3D7_G10600 2.52460104162109 6.11147885885936 1.40637384616393e-44 7.02811890056323e-43
ZT3D7_G4896 2.87883457302203 5.44628930456456 2.74639978093934e-44 1.36337832833916e-42
ZT3D7_G2500 -2.48760004322056 5.41845017610821 3.02820473446514e-44 1.49338307168097e-42
ZT3D7_G11515 4.9734417953291 2.31317880005394 4.35865534765275e-44 2.13545624091536e-42
ZT3D7_G8832 -3.5676326079091 3.48542530735624 9.37030644541293e-44 4.56102708537762e-42
ZT3D7_G5015 -5.30193743054202 4.06410062533636 1.36063667114486e-43 6.58021450767861e-42
ZT3D7_G10019 4.27199215001731 2.47910656226502 2.05540763746509e-43 9.87649721181943e-42
ZT3D7_G9756 -3.14148663221727 6.32140038828092 3.02503660553033e-43 1.44431047102263e-41
ZT3D7_G11378 -3.93882376262536 2.92459450110243 6.79278624864504e-43 3.22270415948375e-41
ZT3D7_G5879 4.76427521423656 2.96253755544931 1.81665080416109e-42 8.56453737609531e-41
ZT3D7_G7099 2.86893258981764 6.11069600822847 6.43630858063132e-42 3.01541057002577e-40
ZT3D7_G1750 3.46317658210959 5.32917552658882 1.3763404842114e-41 6.40810451530971e-40
ZT3D7_G11136 -2.87439969751342 4.85558590023856 1.41161245072049e-41 6.5317573645684e-40
ZT3D7_G3217 2.49863184955135 4.79525150550326 1.69482215992491e-39 7.79410239926205e-38
ZT3D7_G1306 -3.91036993160091 2.7294851335504 4.62838681322246e-39 2.11551143609241e-37
ZT3D7_G6867 2.60012918811866 5.68424417645546 1.12673492625048e-38 5.11879091343854e-37
ZT3D7_G296 2.57692580522432 10.5219487847772 1.8113667799854e-38 8.17952131492204e-37
ZT3D7_G11109 3.50477935516183 2.81231379731262 1.83309801959056e-38 8.22808548194662e-37
ZT3D7_G10562 4.11046302116379 2.64186326744494 5.68203746465382e-38 2.53527100208601e-36
ZT3D7_G11577 3.75129693491509 5.89565909279611 6.74936551648874e-38 2.99368307169229e-36
ZT3D7_G5597 3.21954869466353 4.24162449496506 1.6703426621564e-37 7.36522858560256e-36
ZT3D7_G2599 3.08050643196255 5.1545811690018 2.44670540498217e-37 1.07254407694423e-35
ZT3D7_G9115 3.0865092395684 5.17309857945104 4.05471047096166e-37 1.7670994006005e-35
ZT3D7_G3325 3.87526348240061 2.7512985666057 9.10752328759841e-37 3.94624246033744e-35
ZT3D7_G11023 3.95248298702477 3.28183475422947 1.71192022252831e-36 7.37503102762769e-35
ZT3D7_G7785 -2.14209333552969 7.71206191578792 3.24444664561841e-36 1.38973554603175e-34
ZT3D7_G10843 3.36745747190839 2.97847372618554 3.55022121254597e-36 1.51207148916163e-34
ZT3D7_G1598 4.21283889064616 2.72912412363712 5.9502073501073e-36 2.51992962126578e-34
ZT3D7_G5638 3.07043963806549 4.04099774155565 5.99294016370401e-36 2.52376850938906e-34
ZT3D7_G7134 4.11737256801518 3.07821576865642 2.30307066404469e-35 9.6445908925581e-34
ZT3D7_G8564 2.77274980456255 4.43404547874638 3.96285557536714e-35 1.65030918849734e-33
ZT3D7_G11248 3.53811269199021 3.84915972451385 5.86725500075886e-35 2.42988638042477e-33
ZT3D7_G11722 -2.89018391117315 3.75046488954718 1.1874932066395e-34 4.89090608624706e-33
ZT3D7_G11142 -2.99590981521335 3.69104844947143 1.33334861200302e-34 5.46162906862e-33
ZT3D7_G10163 2.95201200712543 8.34234560007265 1.62891450146417e-34 6.63605603422577e-33
ZT3D7_G4535 4.64946309619159 4.26336919929197 1.89375715032998e-34 7.67329924263435e-33
ZT3D7_G11695 -3.30421876371639 2.66411695732398 3.51208340857635e-34 1.415407377994e-32
ZT3D7_G9945 3.21333110418174 3.72462992523329 4.01241541880399e-34 1.60839925023287e-32
ZT3D7_G11141 -3.33701491819589 2.82394653693646 4.11028070908741e-34 1.6388651167723e-32
ZT3D7_G10178 3.52337819667786 2.75463992640088 6.17928435392772e-34 2.45078918079588e-32
ZT3D7_G8919 3.01646027301831 3.38190080396614 1.36458204593614e-33 5.38363527175649e-32
ZT3D7_G8307 3.18229889722671 3.0552199953942 1.95743143866304e-33 7.68214977184196e-32
ZT3D7_G10916 -3.37694295417965 3.42434146225418 1.98735249279041e-33 7.75895535726921e-32
ZT3D7_G11543 -3.75007330798875 2.34807288037814 3.8014416916309e-33 1.47645631712255e-31
ZT3D7_G3540 3.82361318449911 2.56308913083443 9.57043307018414e-33 3.69793640691239e-31
ZT3D7_G7587 2.27056388432903 5.91827890608767 1.30042816972354e-32 4.99897926166548e-31
ZT3D7_G11299 3.29672814072576 4.30980128922637 3.08626087857645e-32 1.18033732376577e-30
ZT3D7_G11555 3.07442594714441 2.85264606856967 4.26772714625105e-32 1.62390267453289e-30
ZT3D7_G5601 2.88864875442274 3.64418035222967 4.36157773018531e-32 1.65123164977116e-30
ZT3D7_G1623 -2.22706105494729 6.90591616849429 7.36851612616413e-32 2.77559783325258e-30
ZT3D7_G2482 -2.9233462985173 3.10784861157477 7.62436872171909e-32 2.85761339690031e-30
ZT3D7_G10330 3.53515163985075 2.90404534417053 2.75256172663975e-31 1.0265274976563e-29
ZT3D7_G6681 3.19603396503491 2.91706054782744 3.67269595660402e-31 1.36289746983682e-29
ZT3D7_G6950 2.54449850340334 4.75101887179215 4.30579659566393e-31 1.58996311729541e-29
ZT3D7_G11301 2.97471420810149 2.93654979163065 7.64423104130143e-31 2.80888019047037e-29
ZT3D7_G7197 2.99808964251255 3.16497809995019 8.19443226927816e-31 2.99636411173215e-29
ZT3D7_G3897 -3.3078168794029 2.61864171123081 2.43916606202413e-30 8.87572271889944e-29
ZT3D7_G1548 -2.92341144481828 3.67802636453539 3.29708852745122e-30 1.19396017399876e-28
ZT3D7_G6360 4.17361764121055 2.86118130669767 3.41745023011148e-30 1.23159648677479e-28
ZT3D7_G975 2.47760056972847 5.06213902111674 3.4438958987198e-30 1.23518869171309e-28
ZT3D7_G9582 2.93390255144521 4.52269334700421 4.16749735662973e-30 1.48759810406174e-28
ZT3D7_G11365 2.92874746096235 3.26252666778856 9.151847754662e-30 3.25129150563727e-28
ZT3D7_G7683 3.26513303374137 2.57346163884539 1.16703466125265e-29 4.1264584060141e-28
ZT3D7_G2562 -2.01890228561232 7.51483125641788 1.17527021449228e-29 4.13606832292683e-28
ZT3D7_G3975 3.19413643631645 6.89564780142352 1.27528995423036e-29 4.46709041911719e-28
ZT3D7_G4494 -2.46831020839176 5.57164652121179 1.68435580656333e-29 5.87252610511569e-28
ZT3D7_G4229 3.26403007829044 2.56849943079481 3.56691470655251e-29 1.23785151112581e-27
ZT3D7_G7045 2.37293636629576 5.78053327753523 3.72668596831397e-29 1.28733815753371e-27
ZT3D7_G2313 -2.20619493930173 6.92061141288341 3.80174672243722e-29 1.30724281795364e-27
ZT3D7_G2075 2.5078535142305 5.62442084833468 6.18164883167985e-29 2.11587395626813e-27
ZT3D7_G10668 2.48820421708945 6.42838699433695 8.17387839455149e-29 2.78506329297991e-27
ZT3D7_G4608 3.39685033629858 2.79331025152535 9.61712606686819e-29 3.26198990937755e-27
ZT3D7_G11544 3.2186839726706 2.5319429795151 1.67492800844348e-28 5.65552268076231e-27
ZT3D7_G2620 2.63437733694165 4.17753348821837 3.00540608350195e-28 1.01024771309106e-26
ZT3D7_G9119 2.37986925983327 4.16061100434059 4.20087263353301e-28 1.40579202057872e-26
ZT3D7_G9238 -3.10754219153726 5.13691947375679 6.13958827916302e-28 2.04543794402693e-26
ZT3D7_G7465 -1.97416751983097 8.23719050610263 7.86988052780896e-28 2.61029311665734e-26
ZT3D7_G7101 2.66608111105138 4.37650205227397 8.23854972811066e-28 2.72053606880694e-26
ZT3D7_G1127 -2.02512148200817 5.39697788676724 8.76058792736168e-28 2.88023539927645e-26
ZT3D7_G4549 -2.54329133160583 8.22817431558189 1.02575168997604e-27 3.35765706028839e-26
ZT3D7_G8634 -1.93339648639721 5.82751161033192 1.11940152900818e-27 3.64827559193273e-26
ZT3D7_G9656 2.22632680203362 5.52557601026001 2.27585724961105e-27 7.38520603596728e-26
ZT3D7_G2781 4.2781536876969 6.54286584155581 2.74082859986086e-27 8.85571171748148e-26
ZT3D7_G9593 2.96713046431776 2.88143594587634 2.78490600628184e-27 8.95950876527411e-26
ZT3D7_G5938 -1.98447002546889 7.27461437158956 3.73219829667498e-27 1.19557942016563e-25
ZT3D7_G8408 -1.95701343288532 5.73745810292176 4.15001351362561e-27 1.32376601268671e-25
ZT3D7_G11182 3.0419058232302 4.08943911009373 4.63728564922533e-27 1.47292767909293e-25
ZT3D7_G10302 -2.57425077686633 3.67075707186681 5.64127869458894e-27 1.78426266222104e-25
ZT3D7_G9794 2.24443629769125 5.33587650496572 6.37301716538238e-27 2.00723263326497e-25
ZT3D7_G8367 2.01761603851667 7.47423263896571 8.82780239082196e-27 2.76875341931387e-25
ZT3D7_G5586 2.72449540087274 3.65670275944772 1.24193783106542e-26 3.87898582569431e-25
ZT3D7_G3982 2.48487894791589 3.60981881302493 2.1792199020869e-26 6.77818771205119e-25
ZT3D7_G9544 2.33218003663264 4.79062586897571 3.14176804894474e-26 9.73169144416933e-25
ZT3D7_G211 -1.99202292264144 9.96337978495314 3.28252528287967e-26 1.01258475392864e-24
ZT3D7_G9010 2.70927039209976 9.34377797639112 4.25715541587774e-26 1.30785397530408e-24
ZT3D7_G11721 2.66760373062172 3.3207559283149 6.1545197841177e-26 1.88303184905087e-24
ZT3D7_G6024 -4.08276529444957 3.78109747123017 6.88431406313765e-26 2.09775683810081e-24
ZT3D7_G6698 -2.65501442079893 2.94077787058825 8.22118786264415e-26 2.49498073758626e-24
ZT3D7_G7635 2.25349596109425 4.11155420839714 8.59147779788342e-26 2.59684345052154e-24
ZT3D7_G1572 2.26980391986762 4.52748315577165 1.05144195257782e-25 3.1653047696881e-24
ZT3D7_G11081 2.85506868505913 4.01131744101985 1.41403902536898e-25 4.23985461366635e-24
ZT3D7_G9230 2.60649459494488 2.77091475234297 2.30706309463969e-25 6.88993823004747e-24
ZT3D7_G11165 -2.31037112753828 4.11357050535797 3.06415364266765e-25 9.11464115295107e-24
ZT3D7_G6361 3.50418693836321 2.55724156833559 3.27753241385164e-25 9.71082330997308e-24
ZT3D7_G7607 3.25344094536154 3.68287509115652 3.79672124811463e-25 1.12048119983729e-23
ZT3D7_G9189 2.39136707820365 4.67697094838461 4.91421157025337e-25 1.44458548747527e-23
ZT3D7_G8196 2.40292433879408 3.65548018467434 9.96746113546481e-25 2.91859721372829e-23
ZT3D7_G9543 2.49559151430185 7.53158305030766 1.97422599517071e-24 5.75828718280141e-23
ZT3D7_G3418 2.22081449791898 4.37935604240587 2.79062616265334e-24 8.10795880436025e-23
ZT3D7_G8916 2.40997433803692 3.23621768326366 3.83735134629827e-24 1.11060948617188e-22
ZT3D7_G10605 2.76369638398089 4.56798792762462 7.87551934437647e-24 2.27057280790177e-22
ZT3D7_G2130 1.87136135065361 4.97616492274817 1.24006907081851e-23 3.56151638117071e-22
ZT3D7_G9324 2.49039858747068 2.83705994176411 1.28749985394327e-23 3.68362553632012e-22
ZT3D7_G5409 1.71298856709551 7.70680145441811 1.32583272978122e-23 3.77887533933081e-22
ZT3D7_G1553 1.87448818430808 5.66729034084398 1.82940387455081e-23 5.18152313508455e-22
ZT3D7_G5599 3.40407499294821 2.70978134065155 1.83178179135193e-23 5.18152313508455e-22
ZT3D7_G8194 2.12889536035365 4.64913184052317 3.03978248316031e-23 8.5662441705901e-22
ZT3D7_G4073 3.28839641432373 7.15283048585182 4.47999674201961e-23 1.2577548905685e-21
ZT3D7_G9089 -2.14439898228521 4.10542131556034 5.88767403250242e-23 1.64679121446411e-21
ZT3D7_G9858 -1.92408731476875 6.6974046892842 7.0907374698448e-23 1.97591702877162e-21
ZT3D7_G10719 -3.44357118982634 2.82508311530472 1.31603150009874e-22 3.6536933795334e-21
ZT3D7_G5087 2.79076999861204 2.66067517215146 2.02737284822547e-22 5.60781803332034e-21
ZT3D7_G5389 2.04528576721948 3.8958062910887 2.84029648548573e-22 7.82752296147096e-21
ZT3D7_G6642 1.73808693812607 5.49896806475131 3.02753720669185e-22 8.31297395654289e-21
ZT3D7_G8633 2.20178561035299 7.98168607461345 3.40755395346133e-22 9.32227169165918e-21
ZT3D7_G6486 -2.10463667811793 3.96996753572072 3.79505678465387e-22 1.0344634784642e-20
ZT3D7_G2590 -1.8778078996463 4.76400743266975 4.7173899617366e-22 1.28121576641948e-20
ZT3D7_G5044 2.19222214675261 5.15154895010686 5.31108943542877e-22 1.43725366093769e-20
ZT3D7_G11019 1.79340067570224 5.8757359117789 7.29977420325027e-22 1.96831321681885e-20
ZT3D7_G11595 -2.54214318974358 2.85324487110464 7.78623384434271e-22 2.09195730814312e-20
ZT3D7_G6001 2.2957056042105 7.06408843106437 9.60215795547845e-22 2.57063485836666e-20
ZT3D7_G7117 -2.70897938313908 3.43045324891659 1.48942287265009e-21 3.97320777700536e-20
ZT3D7_G5090 2.27211993824934 3.34527145223565 1.66071603407771e-21 4.41444233739238e-20
ZT3D7_G10419 2.63988906656488 3.05951968684041 1.9831438874676e-21 5.2528786503382e-20
ZT3D7_G10791 2.19625205263203 4.12307031502634 3.367925036759e-21 8.8840381943137e-20
