genes logFC logCPM PValue FDR
ZT3D7_G9619 -4.33963294810839 5.31673291300873 1.51995669463358e-15 2.82582587185281e-13
ZT3D7_G10109 -5.80648148569112 3.63008760362539 1.7831570266152e-15 3.24608877053409e-13
ZT3D7_G6022 -5.20439761166662 6.03112123366875 1.9244081713057e-15 3.43173032670801e-13
ZT3D7_G8192 11.9120515189186 6.00022866602732 2.02037389484763e-15 3.48815979123165e-13
ZT3D7_G11127 -4.37224060238387 8.40536738328224 2.06364898469908e-15 3.48815979123165e-13
ZT3D7_G11172 -6.08789011440477 6.70172085283435 2.07581035870961e-15 3.48815979123165e-13
ZT3D7_G5246 -5.13636733836537 9.6223385783004 2.17425031106888e-15 3.58464136190941e-13
ZT3D7_G1933 -3.98519470857076 7.60992279059948 2.87689086726183e-15 4.65523562928406e-13
ZT3D7_G9650 -4.24626705539489 8.92363816658082 3.20904463041842e-15 5.09829672374476e-13
ZT3D7_G11488 -6.08077965672433 3.93694100970404 3.93065117342824e-15 6.13321963453856e-13
ZT3D7_G2539 -5.02876868548362 6.79270529602384 4.20993226495841e-15 6.45375230372046e-13
ZT3D7_G9635 -5.06181191593038 5.30866927127567 4.63016763069657e-15 6.97558702707356e-13
ZT3D7_G9207 -5.4997520881399 3.53658360769857 1.00460716002969e-14 1.48784023124397e-12
ZT3D7_G6024 -6.10412602994067 8.6739428821459 1.14124134247461e-14 1.63637283404499e-12
ZT3D7_G622 11.6425581226773 5.76595681270359 1.14235228744272e-14 1.63637283404499e-12
ZT3D7_G883 -3.35246888047278 5.68349199553266 1.17932452790556e-14 1.66208672981271e-12
ZT3D7_G8221 11.5929906656699 5.72308457843573 1.48564803607158e-14 2.06057024431642e-12
ZT3D7_G5166 -4.59987875733469 9.39512158718861 1.54362576324651e-14 2.1075315498825e-12
ZT3D7_G9710 -5.52985483063577 3.44375016993525 1.9786308024975e-14 2.65988860803433e-12
ZT3D7_G5158 -3.63385559535081 6.80255028173973 3.1494445807097e-14 4.16967374943051e-12
ZT3D7_G3928 -6.74055409409762 7.08080817045231 3.2145535696927e-14 4.19235359581714e-12
ZT3D7_G618 5.50971864873269 6.64206240118136 3.46769559169258e-14 4.45598883532497e-12
ZT3D7_G10881 -3.89669860296294 5.2316721850037 3.69299932898149e-14 4.67672871545511e-12
ZT3D7_G7292 5.26304816031376 8.63221908283094 4.83648611583993e-14 6.03731652574419e-12
ZT3D7_G5159 -3.75988602382191 7.74006521978269 5.0834714389108e-14 6.2562497793243e-12
ZT3D7_G882 -4.86114877475393 4.67981483685674 5.23582400709903e-14 6.35425419083768e-12
ZT3D7_G9752 -4.23394525992771 4.4553241058439 5.32841614182273e-14 6.37804112975987e-12
ZT3D7_G11242 -4.83239687721184 7.066032061497 5.53979732073309e-14 6.5414525660224e-12
ZT3D7_G6752 -3.28061337333985 6.23371403501067 7.63154793817503e-14 8.82241988785606e-12
ZT3D7_G630 6.2646061297789 6.398435940657 7.69534182654993e-14 8.82241988785606e-12
ZT3D7_G10787 -5.385362059603 7.43265219288434 7.77439152397478e-14 8.82241988785606e-12
ZT3D7_G10860 -5.06576401703404 5.96927211665197 8.17942622855618e-14 9.16305466475948e-12
ZT3D7_G9061 6.04493368220492 6.24861092367365 8.74673999094215e-14 9.67455873934841e-12
ZT3D7_G5939 5.63580573567336 5.85598652804228 1.73326989858209e-13 1.89316404672629e-11
ZT3D7_G5204 -5.69596463414333 8.54135198556606 1.76195414995977e-13 1.90073522991956e-11
ZT3D7_G1267 -3.46248074480552 7.27975966826579 2.08001388878336e-13 2.21648309270598e-11
ZT3D7_G10258 -5.51384366426481 3.23403439669665 2.18770824351666e-13 2.30315597974079e-11
ZT3D7_G5078 -3.59576623788955 5.42259164021935 2.2296847072401e-13 2.31940297284095e-11
ZT3D7_G6193 -3.71191423554787 6.95282154985492 2.96343436260772e-13 3.02908029686083e-11
ZT3D7_G9283 8.42113311913918 8.34118424409686 2.981241766194e-13 3.02908029686083e-11
ZT3D7_G10165 -4.89706780221244 3.69743887416247 3.03502193945613e-13 3.04827835712272e-11
ZT3D7_G11140 5.86994277829888 6.08696519019087 4.38060676973051e-13 4.30758897473342e-11
ZT3D7_G8134 -4.45453117679411 5.08362997992994 4.38745043203564e-13 4.30758897473342e-11
ZT3D7_G1682 -5.0670028517186 8.83005336082196 4.98912360751711e-13 4.84388467583161e-11
ZT3D7_G9863 -4.30963965224844 4.09311678802277 5.80820776478059e-13 5.57715598336844e-11
ZT3D7_G3639 -4.39453250226073 4.63984853956235 9.64566123948701e-13 9.07245657691226e-11
ZT3D7_G6189 -4.3880081489828 7.5363799796006 9.65596774608423e-13 9.07245657691226e-11
ZT3D7_G2559 -3.84270183637172 8.68690966014096 1.01244119450092e-12 9.41139484845641e-11
ZT3D7_G5156 -4.79512749661234 5.88956725949836 1.33448426942955e-12 1.22744458381847e-10
ZT3D7_G5949 -4.39488474442403 10.5546836750591 1.51223950299431e-12 1.37645299762128e-10
ZT3D7_G3943 -3.34534379062398 7.28786883325766 1.98203107196677e-12 1.78546262957171e-10
ZT3D7_G7254 -4.84066801366497 9.95211921729987 2.02852972921162e-12 1.80870334427052e-10
ZT3D7_G2354 -3.16980618122018 6.24537378926363 2.13767254069321e-12 1.88676592531083e-10
ZT3D7_G3977 -4.74621665537937 5.41048632704575 2.44026068443532e-12 2.13229978605958e-10
ZT3D7_G6758 -3.3388167136501 7.53263011434354 2.48140807770577e-12 2.14678651316762e-10
ZT3D7_G2456 -3.62508317728683 5.71479843757665 2.67753667897139e-12 2.29375642165216e-10
ZT3D7_G6192 -4.87310140853942 3.88586855239946 2.7609924770381e-12 2.34228662760766e-10
ZT3D7_G55 -5.34102961875122 4.17183077649603 3.03356185244869e-12 2.53675265744673e-10
ZT3D7_G2085 -4.02512096406725 7.21696301749654 3.05150134848521e-12 2.53675265744673e-10
ZT3D7_G10668 4.4236969189487 6.18861173685091 3.07731496554536e-12 2.53675265744673e-10
ZT3D7_G2132 -4.83908334082019 8.45867440255848 3.62477219192726e-12 2.96011770215518e-10
ZT3D7_G6191 -3.7326110233088 5.07382342600747 3.88176375502302e-12 3.14063441586955e-10
ZT3D7_G8171 -2.93521154498068 5.94229301305902 4.25080810586456e-12 3.38135316349443e-10
ZT3D7_G5162 -3.6704476166585 4.7300623524681 4.25668171188359e-12 3.38135316349443e-10
ZT3D7_G941 5.5546020669457 6.7246256960532 4.49062237352237e-12 3.53505029728275e-10
ZT3D7_G8896 -4.75334272962657 9.07498677309685 4.62490334545489e-12 3.60825048505222e-10
ZT3D7_G1150 11.1203327455429 5.31595124880675 4.9220552196853e-12 3.79950137785718e-10
ZT3D7_G7839 5.18229489824284 7.63014133263423 4.95700568866696e-12 3.79950137785718e-10
ZT3D7_G9709 -2.84167320208349 6.12252131915301 5.31821131836753e-12 4.04091569564308e-10
ZT3D7_G5788 -3.09605239228042 5.59168113950097 6.50043231685949e-12 4.87429313618506e-10
ZT3D7_G8136 -5.08338638405954 4.41963676372198 6.52657698482092e-12 4.87429313618506e-10
ZT3D7_G4494 -3.4029628007222 5.47325338727273 7.76580583947099e-12 5.75064503604216e-10
ZT3D7_G3896 4.80032253373185 7.6580870565432 8.33404936540245e-12 6.11957339116694e-10
ZT3D7_G266 -3.41454157781056 7.53911260647924 1.01881686786575e-11 7.41868482617578e-10
ZT3D7_G71 -3.32514460363699 8.39903451411716 1.17956665102328e-11 8.51822594763756e-10
ZT3D7_G3497 -4.64043272732706 7.08683076623388 1.20488715367992e-11 8.62975733512716e-10
ZT3D7_G2291 -3.67574069602137 9.43382959475412 1.24015747214228e-11 8.81015934274735e-10
ZT3D7_G887 -3.86920670471386 6.21853777032889 1.28513990060195e-11 9.05609068666116e-10
ZT3D7_G10701 -4.7774208017416 5.60712337353104 1.36515370084096e-11 9.54297043035866e-10
ZT3D7_G7285 -4.99923494271528 5.05242573263346 1.42994033557718e-11 9.91652273989955e-10
ZT3D7_G7630 -3.35952519694081 6.22582525061754 1.85201855672135e-11 1.27424709831741e-09
ZT3D7_G11174 -5.38549456010342 5.3493653020446 2.40609465034439e-11 1.64253555114916e-09
ZT3D7_G11505 -3.69797631069097 5.08085967711976 2.4352965983667e-11 1.64958307569986e-09
ZT3D7_G5794 -4.77044575505019 9.19386922180583 2.51021178597113e-11 1.68724850660121e-09
ZT3D7_G1861 -5.25114297729378 6.10393301785585 2.7731602218179e-11 1.84976137543854e-09
ZT3D7_G4221 -5.34383407655117 2.75478607214627 3.10251304047103e-11 2.05376961724514e-09
ZT3D7_G7263 -5.62427563658971 9.24477813083815 3.51430520992673e-11 2.30887209957442e-09
ZT3D7_G11346 -3.75524402078669 6.58885973863786 3.85931062871478e-11 2.51661613982909e-09
ZT3D7_G1644 5.12295395400115 6.2933657942777 3.9149926547763e-11 2.53401524573595e-09
ZT3D7_G8946 4.87789613776615 9.02330320304918 4.16958599536085e-11 2.67895900201934e-09
ZT3D7_G11233 -6.32949400578103 3.47730011157098 4.56935091340885e-11 2.91437870666909e-09
ZT3D7_G8881 -3.07917117616851 7.02630056765078 5.43431027135583e-11 3.44094225732661e-09
ZT3D7_G7698 -4.27976242518277 6.08337142806469 5.67742410223769e-11 3.56315715091056e-09
ZT3D7_G10175 -3.76505254599962 5.00049153720207 5.70888076364705e-11 3.56315715091056e-09
ZT3D7_G3747 -4.04908575174422 8.38372632012341 6.74906052857667e-11 4.18250290061723e-09
ZT3D7_G1252 -3.26815897956244 7.75337113320912 7.01391676075424e-11 4.31602849686412e-09
ZT3D7_G860 -3.70849204590275 4.25135922965616 7.49168036855966e-11 4.5777834308024e-09
ZT3D7_G9862 -4.43991596014132 4.00390263550569 1.15044792388874e-10 6.98098191593044e-09
ZT3D7_G8995 -5.126597228148 2.95092285456534 1.2214536414349e-10 7.3607323578332e-09
ZT3D7_G11721 4.47247726352936 5.73393686314097 1.29292257857819e-10 7.73805307644946e-09
ZT3D7_G6707 -3.9898794076497 3.81385822716368 1.30589956871667e-10 7.76255131390903e-09
ZT3D7_G7249 -3.74891962707586 5.58069913273606 1.36326027045324e-10 8.0487623265003e-09
ZT3D7_G8143 -3.12493361548246 5.409172857833 2.02848255446195e-10 1.18958929938849e-08
ZT3D7_G2135 -4.68867581380444 4.33232058476564 2.25195757258723e-10 1.31184035128448e-08
ZT3D7_G5160 -2.7949554498841 6.11396369872039 2.36519495932076e-10 1.36683382828626e-08
ZT3D7_G6304 -3.52576029091353 6.83706253645496 2.37764639390607e-10 1.36683382828626e-08
ZT3D7_G2775 -3.54789138525156 6.08943773570628 2.40200808136869e-10 1.36978050673601e-08
ZT3D7_G7791 -4.59491953132635 8.32765112243467 2.41412449115754e-10 1.36978050673601e-08
ZT3D7_G5750 -3.77735197655229 6.54671895606014 2.5995678101304e-10 1.46548538870448e-08
ZT3D7_G3368 4.5102127945512 8.11238779303055 2.62161867861697e-10 1.4684425649843e-08
ZT3D7_G9777 -3.84056443831328 8.39407131357586 3.15537535689371e-10 1.75615731646734e-08
ZT3D7_G6582 -3.02340699944046 9.77481153938752 3.47347486898312e-10 1.92096350665661e-08
ZT3D7_G3752 4.2615099263715 6.99045538433201 3.62897759481489e-10 1.99434001405613e-08
ZT3D7_G153 -4.09102188469467 6.99443026009747 3.65423495560487e-10 1.99566906512971e-08
ZT3D7_G301 -2.73603137596137 6.66558471103731 3.76765963478763e-10 2.04314452956191e-08
ZT3D7_G9355 -3.51488899693133 5.82933147300333 3.78793103443613e-10 2.04314452956191e-08
ZT3D7_G6098 -4.59185776504099 3.07626420844276 3.82040604963512e-10 2.04801889949151e-08
ZT3D7_G7289 -4.30359128725629 8.20658284862076 4.11505273434914e-10 2.19060790784115e-08
ZT3D7_G7028 3.88880975882068 6.7871452607503 4.13653358656203e-10 2.19060790784115e-08
ZT3D7_G8912 -3.61986329253455 4.88518607567432 4.19877590906623e-10 2.2101749333386e-08
ZT3D7_G7185 3.63218918857264 6.76855818471616 4.39051697589757e-10 2.29726570870616e-08
ZT3D7_G310 -5.28541030671656 7.05669800591403 4.53070705510916e-10 2.35650703854428e-08
ZT3D7_G11143 -4.98743959449812 7.32007128165271 4.72173700602364e-10 2.44133360701979e-08
ZT3D7_G11237 -3.77706243333579 8.44429325301892 5.82470028858431e-10 2.99389594833234e-08
ZT3D7_G6986 -3.20820407265066 5.83658755501667 6.21761840713389e-10 3.17716664570386e-08
ZT3D7_G9064 3.20752170911926 9.86179872030629 6.34421828069116e-10 3.22301042655113e-08
ZT3D7_G6222 5.30485049942227 7.34168015479751 6.53000308567601e-10 3.29821774350503e-08
ZT3D7_G10166 -4.8991750398714 9.55532219537923 6.83846825018202e-10 3.43416871092474e-08
ZT3D7_G5721 -4.29981507612368 3.98359000809803 7.19860325009462e-10 3.59436543996153e-08
ZT3D7_G9078 -3.68901845476536 6.93762743546373 7.85439379191034e-10 3.89952800873367e-08
ZT3D7_G10424 10.6740295182951 4.93477565371803 8.19946003491852e-10 4.03581989415118e-08
ZT3D7_G1336 5.51949955908433 7.13042037851576 8.22128566215278e-10 4.03581989415118e-08
ZT3D7_G10882 -4.62039933422411 2.67195350187303 8.7668528474099e-10 4.27959554081942e-08
ZT3D7_G9010 5.25428394772264 7.65203787499988 9.50821542568743e-10 4.61571035498093e-08
ZT3D7_G7099 5.32936902379012 6.53736963135676 9.58226841270752e-10 4.62595919283084e-08
ZT3D7_G8504 5.4792271623049 5.76594274397321 1.00588891248178e-09 4.82937215234385e-08
ZT3D7_G3653 4.59300145603767 5.83605033903244 1.04933308824798e-09 5.0104221448693e-08
ZT3D7_G3986 -3.01923904820844 7.99263490336568 1.18020168879373e-09 5.60467519384761e-08
ZT3D7_G11283 -3.17172962906622 4.82217582627238 1.18947986583591e-09 5.61820273928333e-08
ZT3D7_G7574 -5.57000781799896 8.88543142485256 1.2183035092113e-09 5.72340648574641e-08
ZT3D7_G3605 -5.10298766879197 9.58930929947419 1.41127169642589e-09 6.59448774511732e-08
ZT3D7_G5597 4.66097735312955 9.53222528995609 1.51403210516266e-09 7.03702794410177e-08
ZT3D7_G9649 -4.54379913428882 3.92396792353228 1.66327935534966e-09 7.68980688203455e-08
ZT3D7_G7548 -3.99797234044485 7.10063417141586 1.68726196819968e-09 7.75962898848885e-08
ZT3D7_G4857 12.1666492664409 6.2157093168566 1.72034867355133e-09 7.87037000496938e-08
ZT3D7_G5157 -5.14348102041908 6.34789083584708 1.76201702506704e-09 8.01901289845615e-08
ZT3D7_G5573 -3.37318992642382 4.89048831170494 2.02545861148539e-09 9.17018515396857e-08
ZT3D7_G4631 5.34337484045445 5.64598290483042 2.19425219833145e-09 9.838014203602e-08
ZT3D7_G2246 10.5284092906006 4.81067013133837 2.19548268448431e-09 9.838014203602e-08
ZT3D7_G2247 10.7045596944016 4.9611150505247 2.22995027218932e-09 9.94148238693384e-08
ZT3D7_G8601 3.36380624663896 6.95566407737174 2.57979060567169e-09 1.14427463514514e-07
ZT3D7_G1572 5.21050083106275 5.53129027714342 2.64637110974142e-09 1.16636752355121e-07
ZT3D7_G10244 4.79506944281948 9.56856032420265 2.65629591653343e-09 1.16636752355121e-07
ZT3D7_G1015 -2.97016880132084 6.22513784025771 3.09971367463342e-09 1.35426490444734e-07
ZT3D7_G4185 -2.90369092124021 5.49681342251841 3.16542447637436e-09 1.37609348629648e-07
ZT3D7_G3139 -3.21614923464027 8.12704442549779 3.38882629641372e-09 1.46591901871599e-07
ZT3D7_G3792 -2.82488098662329 7.92628526174196 3.56902407071795e-09 1.5362626763514e-07
ZT3D7_G7047 10.5475100459871 4.82705431946316 3.58944802088889e-09 1.53748023561407e-07
ZT3D7_G4547 -3.7973327428446 4.79152008147534 3.80729969221833e-09 1.62283827856604e-07
ZT3D7_G8709 -3.04389235678539 7.15669542021851 3.90126722869718e-09 1.65481907982311e-07
ZT3D7_G4534 10.6026532840329 4.87383672298179 4.37302788078497e-09 1.84285889745259e-07
ZT3D7_G3942 -3.63812500551165 4.78014900129068 4.38675498592513e-09 1.84285889745259e-07
ZT3D7_G824 -4.80945441173999 4.26175221133082 4.60799214336156e-09 1.92459295049855e-07
ZT3D7_G7267 -4.48169034598121 2.81746815692864 4.62536644088687e-09 1.92459295049855e-07
ZT3D7_G9703 3.8520206060286 7.38542312357485 4.68948047797917e-09 1.94202276855839e-07
ZT3D7_G9971 10.529858450084 4.81199084571263 4.74780018648927e-09 1.95689990705393e-07
ZT3D7_G2885 -7.707776822675 1.88246918695774 5.0257180424965e-09 2.06172414344293e-07
ZT3D7_G5203 -4.88936523831272 8.56616854839325 5.11824449467713e-09 2.089870111892e-07
ZT3D7_G3254 4.71523510001681 7.60025967326513 5.26747424004227e-09 2.14079953067392e-07
ZT3D7_G2337 -4.17086865043765 3.02893863420981 5.34918426436891e-09 2.16394315287294e-07
ZT3D7_G9152 -2.51287819384876 5.41483633939595 5.49472145014117e-09 2.21257493231952e-07
ZT3D7_G4043 3.60415738806491 8.46326927967803 5.73733399221344e-09 2.29967084513583e-07
ZT3D7_G6600 -5.12546629494397 2.3933562611426 6.2205070630331e-09 2.48195391400837e-07
ZT3D7_G4329 4.18469882087574 6.58190342656791 6.6795115094504e-09 2.65298052588989e-07
ZT3D7_G6448 -3.89314830680473 4.31040328237791 6.87421368735862e-09 2.71028229308675e-07
ZT3D7_G8367 5.28203530030701 5.58702918287433 6.88581676659713e-09 2.71028229308675e-07
ZT3D7_G3665 4.69834699373688 5.05608521777987 7.20964567088689e-09 2.82501721400043e-07
ZT3D7_G10601 4.73417011231575 5.08532425643402 7.41886425732555e-09 2.89401945895137e-07
ZT3D7_G43 10.9707036937451 5.19240759083967 7.55626438744664e-09 2.9345172541115e-07
ZT3D7_G7531 10.5382180097489 4.81820637212648 7.69352008756188e-09 2.97460081969538e-07
ZT3D7_G1268 -2.44403885017421 6.62960297541976 8.31810035885557e-09 3.20191898395066e-07
ZT3D7_G9626 4.0423414044592 6.51604592825054 8.37347482465226e-09 3.2090975007812e-07
ZT3D7_G2462 3.6712790505563 7.97990786268468 9.1733503228489e-09 3.50029411008968e-07
ZT3D7_G3927 -6.87661861057232 8.54785752824282 9.53333647699898e-09 3.621838875479e-07
ZT3D7_G10239 -2.53744297680126 6.37935542096662 9.66002706694502e-09 3.65408296584267e-07
ZT3D7_G5154 -4.60942877140264 9.273027459631 1.09442710760844e-08 4.12202761477696e-07
ZT3D7_G462 -3.44377585911608 7.77432380951512 1.22474762577839e-08 4.59306641804788e-07
ZT3D7_G8146 -4.68212542368319 7.202511378068 1.29224975861221e-08 4.8255035857921e-07
ZT3D7_G18 -2.72845917959197 5.13595360645964 1.30277927495877e-08 4.84412140620841e-07
ZT3D7_G11413 -5.07482432793211 8.38056886145954 1.31647796962845e-08 4.87431546551414e-07
ZT3D7_G6116 4.62196260221499 7.49948341790462 1.49530368514361e-08 5.51306481045775e-07
ZT3D7_G319 5.20245533248747 5.52041951955632 1.55273939569914e-08 5.70077178135256e-07
ZT3D7_G6736 -2.84575631528122 5.90813775490636 1.59000712882982e-08 5.80052261445027e-07
ZT3D7_G6681 -3.36754312805799 4.76026560762882 1.59318542855123e-08 5.80052261445027e-07
ZT3D7_G4529 10.4294387786829 4.72617387276807 1.63326873505802e-08 5.92178514810662e-07
ZT3D7_G3855 -2.79102819957148 4.92290158421545 1.65271789479253e-08 5.96754089450295e-07
ZT3D7_G2461 3.85011538285373 8.73612599359839 1.68506288288571e-08 6.05929196323266e-07
ZT3D7_G11522 -4.67683892885829 2.43439128426811 1.78131337670688e-08 6.37914601871505e-07
ZT3D7_G2864 3.60177642780391 7.3161107110953 1.93776685153857e-08 6.91110479540574e-07
ZT3D7_G3604 -2.86243552023571 8.08861170458039 1.96362683757677e-08 6.97486638485601e-07
ZT3D7_G9984 4.41972038961625 5.74383152004364 2.0057941777273e-08 7.09580142711788e-07
ZT3D7_G11436 10.5476615351694 4.8250053453998 2.02117098972006e-08 7.121367785554e-07
ZT3D7_G9756 -3.09652927852322 6.86055823422065 2.08558100432865e-08 7.30858442977244e-07
ZT3D7_G9083 -3.02266169951458 4.25866773654906 2.09103468464535e-08 7.30858442977244e-07
ZT3D7_G3380 10.4142135922986 4.71379178016262 2.17325919270189e-08 7.56571267961321e-07
ZT3D7_G9796 -2.83041536230148 6.78962691033597 2.20867699984716e-08 7.63070838934508e-07
ZT3D7_G10924 10.4225516857591 4.72090277395945 2.2093948529461e-08 7.63070838934508e-07
ZT3D7_G2334 -4.86764794265652 9.0954385913918 2.29365665356847e-08 7.89054009404776e-07
ZT3D7_G5549 10.8620789258939 5.09960679984468 2.40453735394643e-08 8.2196578127281e-07
ZT3D7_G5918 -2.93005627210323 6.93382968061031 2.40813962011718e-08 8.2196578127281e-07
ZT3D7_G8160 4.07246170787634 7.57790562546961 2.4541385352291e-08 8.34407101977895e-07
ZT3D7_G9753 -3.29461437723746 5.2822696190175 2.61439864294163e-08 8.85450207055194e-07
ZT3D7_G11128 -3.92603522982385 8.39895060650443 2.72428911577545e-08 9.19105725623392e-07
ZT3D7_G4573 3.20015291518965 6.0273688998145 2.82208621934106e-08 9.4843805325393e-07
ZT3D7_G11394 10.3526064996253 4.66120953141034 2.99219922509442e-08 1.00175620034004e-06
ZT3D7_G3283 -4.05919829995134 3.72879388358064 3.22559605889085e-08 1.07577321994612e-06
ZT3D7_G8913 -3.86416298698165 8.61221013929059 3.27488937001535e-08 1.08806020209864e-06
ZT3D7_G7783 -3.78088750613569 6.92541456475652 3.29104916484407e-08 1.0892874091821e-06
ZT3D7_G4970 -3.26657842123477 4.40283339427208 3.40338875054577e-08 1.1222192793309e-06
ZT3D7_G6412 4.52572171417863 7.30460421405149 3.52076321312854e-08 1.1565574795608e-06
ZT3D7_G1601 -2.99148509614635 5.08307231838803 3.55765352474407e-08 1.1642987452889e-06
ZT3D7_G5425 10.244520781525 4.56934119587922 3.5782249519214e-08 1.16666155335407e-06
ZT3D7_G7253 -2.87709471740901 7.19210281815243 3.5922902555857e-08 1.16689339231628e-06
ZT3D7_G6666 5.16927742346392 7.58157512831465 3.92260393773937e-08 1.26947085955432e-06
ZT3D7_G566 4.6766587840869 5.0335101395729 4.11645681502224e-08 1.32729149998761e-06
ZT3D7_G4679 -3.45807483119626 3.69130228946667 4.2393605654052e-08 1.36189458163642e-06
ZT3D7_G5851 3.85346106031889 9.84685566152189 4.55541807707956e-08 1.45487898502268e-06
ZT3D7_G2523 -3.34930019448472 3.60514406567012 4.56210622449317e-08 1.45487898502268e-06
ZT3D7_G3579 -3.90674782226987 7.05650471751493 4.76796790246628e-08 1.51500012842729e-06
ZT3D7_G879 -2.65045155570301 5.38506718357864 4.86700084458754e-08 1.54086425289877e-06
ZT3D7_G9965 3.93986813994249 5.84222139005732 4.90099074138903e-08 1.54602372195875e-06
ZT3D7_G10146 -3.08557683462391 5.05644966703248 4.9341606397622e-08 1.55088833346195e-06
ZT3D7_G10398 -2.83143136812242 7.04929987956719 4.97013296472833e-08 1.5565957650823e-06
ZT3D7_G2379 5.22374675705625 5.55346372933427 5.00105032177759e-08 1.56068491827473e-06
ZT3D7_G11506 -4.93156649831359 5.06018952095946 5.35286862005709e-08 1.66453259793804e-06
