genes logFC logCPM PValue FDR
ZT3D7_G4484 1.83713312537334 7.51155018577843 0.000414882327536888 0.02108729064777
ZT3D7_G776 3.50459872367352 5.94825638291685 0.000423502939016571 0.0213933938641868
ZT3D7_G11461 -1.88194798307978 7.22712641223726 0.000431654044695959 0.0216721914879666
ZT3D7_G9385 -1.88094784516327 7.74311463126141 0.000438035203507462 0.0218592840344269
ZT3D7_G3979 1.95392510654104 7.24836516584638 0.000472790002403908 0.0234515233722517
ZT3D7_G11416 6.32208373434211 5.682110545208 0.000478460975864583 0.0235907046423292
ZT3D7_G6752 -2.11675884033866 8.99375142955992 0.000487082215088524 0.0238728271371364
ZT3D7_G2410 1.91622167377649 7.68646394528718 0.000493342231676737 0.023918404425032
ZT3D7_G1105 -1.95863290826075 6.85624404574344 0.000493821806200563 0.023918404425032
ZT3D7_G7465 -1.92234725041076 7.79858799959606 0.000517760556552104 0.024931230541813
ZT3D7_G10212 2.10227993926594 7.48071944837203 0.000528746427964134 0.0251036102585699
ZT3D7_G10601 6.21604772437858 5.6062252020456 0.000529657335824427 0.0251036102585699
ZT3D7_G4621 -1.40011177674519 10.3654560615202 0.000530486784672233 0.0251036102585699
ZT3D7_G8663 3.47986262010987 5.93134109039732 0.00054306543405468 0.0255520044800356
ZT3D7_G10725 2.66928775840969 6.79813814764937 0.000561194195448039 0.0262549602574952
ZT3D7_G1405 2.58663196384693 7.7340100468773 0.000582325474536794 0.0270575885783994
ZT3D7_G6880 -1.46150223109487 8.00307916945443 0.000584922366645019 0.0270575885783994
ZT3D7_G8564 2.1552687080268 8.10110225364223 0.000606840840477282 0.027914678661955
ZT3D7_G488 1.75418624674609 7.85975774293915 0.000621430836032827 0.0284270083549683
ZT3D7_G7735 -4.98857352337831 4.79127660694797 0.000640194359586326 0.0291235378830597
ZT3D7_G4308 6.13695495022734 5.55075499118282 0.000644886683764178 0.0291758074401881
ZT3D7_G8547 1.65316873636875 8.60170015381433 0.000656702991748811 0.029548046087758
ZT3D7_G9984 6.24702120106065 5.62816841738088 0.000677999443518391 0.030313905989026
ZT3D7_G8929 6.28327438955941 5.65477709246402 0.000681608902599463 0.030313905989026
ZT3D7_G5369 2.9321966905203 6.24636099946344 0.000684768826081957 0.030313905989026
ZT3D7_G2538 2.60331424818775 6.42407307728142 0.000705614389350394 0.0308586795776137
ZT3D7_G4111 1.64735063980525 7.57325969449546 0.000710277218337665 0.0308586795776137
ZT3D7_G8561 2.32324650522105 6.81145151139078 0.000711144626375259 0.0308586795776137
ZT3D7_G9989 -3.90770624947234 4.64470474743159 0.000712065717724872 0.0308586795776137
ZT3D7_G9953 3.52533457948494 5.96348721983957 0.00071720097467247 0.0309184964683409
ZT3D7_G6932 2.43166464147191 6.62252456891344 0.000736235431172262 0.0315737632305855
ZT3D7_G5657 6.24388022547527 5.62577829968599 0.000753318201934525 0.0321389744804605
ZT3D7_G3794 3.37719164626356 5.85841245031243 0.000761281048200486 0.0323112791282619
ZT3D7_G10928 2.47101175532309 6.33359656202351 0.000770062976821806 0.0325164028264141
ZT3D7_G1000 2.48656411502382 6.34482683945488 0.000775558240549747 0.0325796165780448
ZT3D7_G6347 3.01827382789731 6.32384641987624 0.000779473459542729 0.0325796165780448
ZT3D7_G6937 1.85951856067045 8.26913150597096 0.000789773893968013 0.0328434254693567
ZT3D7_G6036 1.22612129688203 11.5052215450686 0.000844801949515133 0.0349552726246613
ZT3D7_G6317 6.22499303592216 5.62144191601249 0.000866925512311062 0.0356913233418464
ZT3D7_G2411 6.15847767080575 5.5628908657381 0.000874758634831341 0.0358346397970212
ZT3D7_G4450 6.06727532245229 5.50190870455476 0.000924040175259602 0.0373948294995204
ZT3D7_G843 5.91969694006654 5.39998436894439 0.00092597309208609 0.0373948294995204
ZT3D7_G1120 -1.29847694737238 9.90820077046324 0.000926468935863754 0.0373948294995204
ZT3D7_G9751 -1.28358404144593 12.1115631766668 0.000931227608587154 0.0374035518493006
ZT3D7_G9633 1.77251345475127 7.70060446013894 0.000948196933679315 0.0379002599607547
ZT3D7_G4300 5.98286387614183 5.4413660121674 0.000966674818599049 0.0384521761176066
ZT3D7_G10632 6.19757204053497 5.5853929215928 0.000975576915459059 0.0386197130860091
ZT3D7_G78 3.53225213600014 5.98319667727693 0.000997069570183561 0.0392816786645524
ZT3D7_G10922 5.98112112779564 5.44284057284916 0.00101098955848155 0.0396404191644622
ZT3D7_G8259 5.86021643388761 5.35928793933517 0.0010355465815614 0.0402990440942055
ZT3D7_G6970 2.85119598247077 6.1729093027333 0.00104176668487357 0.0402990440942055
ZT3D7_G10677 2.0979987595885 6.86982978707051 0.00104246980714911 0.0402990440942055
ZT3D7_G3692 -3.12554039309649 4.99116037815441 0.00105139440613593 0.0404541193463705
ZT3D7_G8774 3.56158245860427 6.00489474448219 0.00106642829412558 0.0406675846642984
ZT3D7_G1150 6.38131583644346 5.72752967288627 0.00107167236653524 0.0406675846642984
ZT3D7_G10070 3.29829786573249 5.80152215612624 0.00107175927521894 0.0406675846642984
ZT3D7_G9215 6.21211804762543 5.60074726278076 0.00108192839346112 0.0407900854862202
ZT3D7_G3185 3.42396645125123 5.88878167337285 0.00108715869128028 0.0407900854862202
ZT3D7_G10319 2.87327670102519 6.18768380666152 0.0010898492600156 0.0407900854862202
ZT3D7_G6116 3.27611457605549 6.52471656392308 0.00110233361125502 0.0410706559053116
ZT3D7_G1787 6.16245982065113 5.56763238026639 0.00111405597835827 0.0413204366027119
ZT3D7_G5513 2.38157803202885 7.07300691089039 0.00114158612266161 0.0421516597937028
ZT3D7_G1770 6.1001327024109 5.52472285709063 0.00115708905626795 0.0425333539701354
ZT3D7_G10477 6.1781048682619 5.57904744462844 0.0011959287026704 0.0437656752790582
ZT3D7_G2501 2.85384485829112 6.17674722852582 0.00122173483413256 0.0445122328506526
ZT3D7_G8744 -1.5943117980615 6.94623342616852 0.00123475581067732 0.044666103826393
ZT3D7_G9352 -1.78608723047479 7.93218980512649 0.00123680734423337 0.044666103826393
ZT3D7_G5496 2.95243403450328 6.26025926974018 0.0012494135079068 0.0448018402212135
ZT3D7_G8496 5.82417808630384 5.33480963407129 0.00125365023274957 0.0448018402212135
ZT3D7_G2245 5.8863517195073 5.37719606102963 0.00126196742003568 0.0448018402212135
ZT3D7_G11064 2.36377388231822 6.5887255125873 0.00126233020783599 0.0448018402212135
ZT3D7_G5896 -1.97848714732477 6.57471076817638 0.00128647314030116 0.0450417759033201
ZT3D7_G10267 2.38293036972921 7.04717403106579 0.00128799663782784 0.0450417759033201
ZT3D7_G7285 -2.42804741990049 5.95776301371997 0.00128851531329942 0.0450417759033201
ZT3D7_G3312 2.71708211069117 6.07665781344673 0.0012909714735467 0.0450417759033201
ZT3D7_G10595 2.95156907261944 6.28046075796566 0.00129911148360567 0.0451345314599538
ZT3D7_G7188 2.83225408133424 6.17281181344182 0.00131153994744974 0.0453748736441225
ZT3D7_G11453 6.09391982870993 5.52025000065276 0.00133935478400432 0.045983015585976
ZT3D7_G6702 1.59597595227044 8.49773904483283 0.00134028707075956 0.045983015585976
ZT3D7_G1666 2.06950949937755 7.340779628443 0.00139177327721796 0.0474055434693796
ZT3D7_G332 1.81162652047751 7.25510876537825 0.00139326469754553 0.0474055434693796
ZT3D7_G9638 1.80211757071358 7.60820952503288 0.00142448007698337 0.0482526534866696
ZT3D7_G10355 6.08519915886924 5.51449492445168 0.00142988188617287 0.0482526534866696
ZT3D7_G2659 3.41303918942831 5.89470312058537 0.00146378522037396 0.0490900346569612
ZT3D7_G5868 2.1993883109912 6.73101177046523 0.00146661993267093 0.0490900346569612
ZT3D7_G9607 1.4259046611727 8.25070692203364 0.00149627749436924 0.0498799550147219
