genes logFC logCPM PValue
ZT3D7_G2 0.393162342116562 3.75567515204877 0.0850098064796247
ZT3D7_G6 -0.235677631229912 4.27239200832249 0.240665902590601
ZT3D7_G7 0.235794645632045 4.18480622949689 0.294524088611357
ZT3D7_G8 -0.831062029965997 3.91460917161334 9.34035293618869e-05
ZT3D7_G9 -0.207060702208693 4.07814030082184 0.313035658254446
ZT3D7_G10 0.351641362558898 4.72754730954229 0.0442289645211143
ZT3D7_G11 -0.159731895783275 7.15183845310903 0.329100928067185
ZT3D7_G13 0.143404834577187 4.42226454966843 0.437291152817894
ZT3D7_G14 0.326783293362538 4.12438269124822 0.194039757118968
ZT3D7_G15 0.312058318955492 3.78951408825052 0.145096744718195
ZT3D7_G17 1.44618140262891 5.34202683338478 1.17313801898399e-15
ZT3D7_G18 -0.711217230312987 6.61294851564766 0.000308873161576265
ZT3D7_G20 -0.56337630210873 5.09916121920532 0.00124577551007151
ZT3D7_G21 0.493650285003157 4.72595921831624 0.00666565599362592
ZT3D7_G22 -0.182412722582803 6.28421417341851 0.385068741946176
ZT3D7_G23 0.743451014395777 9.41308268345349 0.000232029462811677
ZT3D7_G26 0.0338600556914815 8.59326514478079 0.8528916234246
ZT3D7_G27 0.337717382005983 5.82407690210443 0.0525484995249216
ZT3D7_G28 0.745593793054348 3.00666704867757 0.0018891676213769
ZT3D7_G31 -0.286932413112394 3.73609625616924 0.212415702157178
ZT3D7_G33 0.195330903786475 4.27047746677961 0.430476227523266
ZT3D7_G35 0.708045952751807 6.11873022584516 6.16158553345022e-05
ZT3D7_G36 -0.221256608998355 5.67025427609645 0.473433340248776
ZT3D7_G39 -4.7311968183687 8.52292745063894 8.87271015855952e-116
ZT3D7_G40 -0.610518544926408 6.1843595866071 0.0113723190570704
ZT3D7_G41 -0.605209315045096 7.22908970403388 0.00101539165800268
ZT3D7_G43 0.909776667823324 5.69242679832624 1.05471635901969e-07
ZT3D7_G47 0.964247347027274 5.98559584763802 3.77553119490691e-08
ZT3D7_G52 -0.202914037180029 4.82426709925908 0.262902096496709
ZT3D7_G53 -0.868611229254512 5.84082882974851 0.00600868256997158
ZT3D7_G56 -0.773209170361976 3.37129292973716 0.000880796581850097
ZT3D7_G60 -0.581307893309192 6.4662645699423 0.000358926408532202
ZT3D7_G61 -1.37729913547929 3.20126488492619 2.64015463388805e-08
ZT3D7_G63 -0.170373108938767 3.94741420779263 0.453612839331527
ZT3D7_G64 -0.220965719364419 3.60722497572536 0.330718870787049
ZT3D7_G71 0.693654384378134 5.85812236465667 7.21650061150106e-05
ZT3D7_G74 -0.331963327113516 7.23104527541759 0.059005750850725
ZT3D7_G76 -1.18792334275348 5.74477610593787 3.89230507495127e-07
ZT3D7_G82 0.221409631863548 3.51776485365358 0.297988927064633
ZT3D7_G83 -0.586272380145468 12.4979189374615 0.00157533090516105
ZT3D7_G89 -0.182202215781576 4.74657523970945 0.307485106434953
ZT3D7_G96 -0.667412228229516 4.53864390948439 0.000242944795564207
ZT3D7_G103 0.368903388777672 4.61996278868529 0.0595897704877014
ZT3D7_G104 0.52109461149631 3.53603860762928 0.0227194412162203
ZT3D7_G105 1.99003218953768 2.67365758950273 7.0207181054146e-13
ZT3D7_G106 0.51705968106805 4.97094978245168 0.0181147613679466
ZT3D7_G107 5.63349335276737 3.00789121111989 8.48767034391386e-58
ZT3D7_G110 0.313457474666278 5.57692226079542 0.0643423808532634
ZT3D7_G111 0.19613350789793 11.7041716033102 0.236595026022211
ZT3D7_G112 -0.137787050960943 9.47861225144933 0.467422334531306
ZT3D7_G114 0.170773343402355 3.75359672690761 0.500054630008357
ZT3D7_G115 0.0362565648399967 5.36516495240887 0.84855435955754
ZT3D7_G119 0.112897230300477 4.79091291796393 0.527947798146307
ZT3D7_G120 0.346572197892982 10.2965314479571 0.0770381939236981
ZT3D7_G121 -0.212031113701028 6.31644472934958 0.280480327551918
ZT3D7_G123 0.196558502169837 3.85687831900378 0.371631570434221
ZT3D7_G124 -0.837571861163287 3.50441107197718 0.000285163827753954
ZT3D7_G125 -0.230747990637783 9.1205003502911 0.179472465064387
ZT3D7_G128 0.150268151430033 5.88212517294909 0.386950880214921
ZT3D7_G129 -0.215598848661234 3.00207944339946 0.365529009489585
ZT3D7_G133 -0.391607847571551 4.04317939413121 0.106808739782175
ZT3D7_G136 0.344647138787951 5.54325256338343 0.0388454611984814
ZT3D7_G137 0.53435288250608 4.85472756792324 0.0281297409226815
ZT3D7_G138 0.0832889081508792 7.55033484838393 0.651116280182907
ZT3D7_G143 0.170844822118145 4.67442279954453 0.353509113965719
ZT3D7_G144 -1.26969499469139 2.79859949693685 5.74049936849273e-06
ZT3D7_G146 -0.586681570454449 6.48080167006039 0.0223958103777654
ZT3D7_G147 0.129065090375871 5.98846236053824 0.430848916922857
ZT3D7_G148 -0.352193808119068 6.29906396517595 0.0354949496939026
ZT3D7_G149 0.11758568958456 7.66237167457786 0.506862157105926
ZT3D7_G152 -0.695405375904589 6.62682044437447 9.14998073850508e-05
ZT3D7_G156 0.403708606488476 3.83247679612499 0.13692821849663
ZT3D7_G157 0.615283985785167 8.29446707205953 0.00032554715755949
ZT3D7_G160 -0.0245146691175937 3.0720539024537 0.917307325461905
ZT3D7_G161 1.10424240080265 5.94226248236864 3.9473935875261e-05
ZT3D7_G162 0.691752639636232 3.96948824159147 0.000481838171291485
ZT3D7_G164 -0.44674004068357 6.53904033644241 0.00701071395571406
ZT3D7_G165 -0.147321662755373 5.75196326536168 0.41994771816411
ZT3D7_G166 -0.444011105806213 5.59703009233703 0.0156797316454673
ZT3D7_G167 -0.257399266834999 4.53383714214942 0.160816579793892
ZT3D7_G169 -4.55748277035642 7.40938110823319 2.22927975644826e-58
ZT3D7_G170 -0.901785737178691 3.01063006941703 0.000441893568934994
