genes logFC logCPM PValue FDR
ZT3D7_G6276 -11.2466521635459 3.54655588927033 5.45496495918367e-103 2.38610725311389e-101
ZT3D7_G11248 3.58475304599806 6.0964318774343 1.46246679533025e-102 6.36776826663977e-101
ZT3D7_G6470 4.58505345767619 4.51582404663302 2.32364317586794e-102 1.00712424773235e-100
ZT3D7_G622 -9.10912429864826 3.4890483058701 3.62466051197901e-102 1.56387625362294e-100
ZT3D7_G895 -3.49796539419006 5.94228871722221 5.29342783666623e-102 2.27353923192922e-100
ZT3D7_G10800 3.68358614054313 7.85559367872319 1.958702087844e-101 8.37477487288974e-100
ZT3D7_G11006 -8.43654783572007 3.62877330732172 2.6073754151735e-101 1.10982993008192e-99
ZT3D7_G2280 4.76782599569865 4.65334106549309 7.08204293997312e-101 3.00101569581361e-99
ZT3D7_G4617 3.63893811880939 8.37588915356307 1.81061501065455e-100 7.63838119161465e-99
ZT3D7_G9026 -3.46576989048401 7.07465163319346 4.07105461187274e-100 1.70984293698655e-98
ZT3D7_G9565 -8.0007086553732 3.71141773363971 4.15021828989058e-100 1.73541286377275e-98
ZT3D7_G9315 4.40477649717127 5.12689442351141 5.95316133013787e-100 2.47839505902055e-98
ZT3D7_G7436 3.93168222126812 6.90123888910182 3.7266240593727e-99 1.54467753587623e-97
ZT3D7_G7093 -11.2558886021622 3.55425166320648 5.5323716405659e-99 2.28318572227181e-97
ZT3D7_G2167 5.03361969262953 4.20439483375809 1.0986700830704e-98 4.51453525043474e-97
ZT3D7_G7729 -4.39550564989934 5.72017527139076 3.33023861717459e-98 1.36252693768195e-96
ZT3D7_G7694 3.09771300864815 6.5317139128267 4.42384177601893e-98 1.80219339647947e-96
ZT3D7_G8734 -3.52897403662813 9.0468885858093 5.46221482658936e-98 2.21569842452932e-96
ZT3D7_G2053 -3.28088340382097 8.47736924642824 9.5944494209547e-98 3.87534101717881e-96
ZT3D7_G11581 4.20613454326392 4.08449161064745 2.01879079720534e-97 8.1196450199462e-96
ZT3D7_G5245 -3.71026775416217 5.19233101065152 2.05236570913091e-97 8.21985456163317e-96
ZT3D7_G1953 3.1217885457325 5.73183713911874 3.27062932337386e-97 1.30440393014557e-95
ZT3D7_G6396 -3.65335626664429 6.01071980391767 6.26762020617229e-97 2.4892155228865e-95
ZT3D7_G10601 -3.54544281080521 5.53241320025004 9.26857574097268e-97 3.6657217055547e-95
ZT3D7_G9053 3.41330266046483 5.112399634005 1.13311866561839e-96 4.46288895188786e-95
ZT3D7_G151 3.75506816129792 4.42242118165367 1.91504308098465e-96 7.51140038211004e-95
ZT3D7_G3926 4.80921379031562 4.33174813539952 2.01468204945725e-96 7.86969630183054e-95
ZT3D7_G3153 3.88101656002265 4.85501447057761 3.26806506161679e-96 1.27133088380601e-94
ZT3D7_G8857 3.63355482970705 5.80913803899534 3.85575843846442e-96 1.49383098358793e-94
ZT3D7_G11207 -8.15633804050424 3.36224217290744 4.20421579655001e-96 1.62221204637613e-94
ZT3D7_G9562 -5.57453336699054 4.1080438276729 6.14622004100757e-96 2.36194010644712e-94
ZT3D7_G2889 -4.88770007827069 7.32068200055044 7.12006864897009e-96 2.72514885548484e-94
ZT3D7_G11476 5.44244153972041 3.44447528272195 1.41975335916459e-95 5.41216822698407e-94
ZT3D7_G2075 4.46919899856424 6.72249001732905 1.97048743573827e-95 7.48154669601105e-94
ZT3D7_G3316 3.51128270307614 4.97320073311302 3.71094102025366e-95 1.40335665993019e-93
ZT3D7_G3322 -10.9615865259664 3.27385837137434 3.81459293026105e-95 1.43683000373166e-93
ZT3D7_G7627 3.47637998935794 9.64385102252629 5.13451601890653e-95 1.9263567609273e-93
ZT3D7_G394 -3.66839727665362 7.50382611921253 1.08603938121272e-94 4.05853771908311e-93
ZT3D7_G2281 4.6296777223597 5.21480050614342 7.89680471574334e-94 2.93946942595434e-92
ZT3D7_G9547 5.13298834953285 4.46661574027583 1.14211217454048e-93 4.23473779716338e-92
ZT3D7_G1885 -8.23556803097556 3.4364404979026 6.65893876898561e-93 2.45940259903546e-91
ZT3D7_G5898 -3.98842685399128 10.3016771272149 1.80589420497914e-92 6.64401077273719e-91
ZT3D7_G1856 4.27904242683773 6.88734046905745 2.6400288663439e-92 9.67534903449277e-91
ZT3D7_G1106 3.05976618158862 8.00074316022428 6.93101500753549e-92 2.53035363275103e-90
ZT3D7_G881 4.40155980467874 3.90968691097668 1.04760133073199e-91 3.80989725337473e-90
ZT3D7_G7047 -6.03277159972053 4.04557844346868 1.19283535841316e-91 4.32152413055637e-90
ZT3D7_G3474 3.69439092737439 10.7683676146916 1.57765946708373e-91 5.69397097397672e-90
ZT3D7_G4900 3.61237009882909 6.33783373010766 1.73330969641618e-91 6.23203622666001e-90
ZT3D7_G606 -8.82583572428256 3.21896629477623 4.44717225605926e-91 1.59292675677413e-89
ZT3D7_G6161 4.17914321129548 5.52249912694443 6.11098499892132e-91 2.18065675224666e-89
ZT3D7_G10677 -3.9421699555714 6.89553615343274 7.62877697855588e-91 2.71207307417425e-89
ZT3D7_G3242 4.1078496151379 6.56592927380759 1.5183607022077e-90 5.37771633781922e-89
ZT3D7_G7854 -3.15694631831046 6.21551399123848 1.71102899085025e-90 6.03757887775113e-89
ZT3D7_G1646 3.59356031427805 5.19108363900169 2.93683383144523e-90 1.03246024918808e-88
ZT3D7_G2513 5.05243106855168 4.53576248552371 6.00246118224836e-90 2.10241186501481e-88
ZT3D7_G7214 3.15129756798426 6.86602172099202 1.81674832844351e-89 6.33991732852419e-88
ZT3D7_G2456 3.36011117649124 5.65676649487214 1.88261515386247e-89 6.54570807342953e-88
ZT3D7_G7323 -4.94718018381481 3.92780845419573 3.10921164085317e-89 1.07710353631308e-87
ZT3D7_G619 -10.8283180737517 3.14618026155555 3.28855631356129e-89 1.13509005557541e-87
ZT3D7_G47 -4.21891141603644 7.46943135276917 3.71026871130793e-89 1.27600980462808e-87
ZT3D7_G78 -4.31431436384601 4.82112242550462 4.94555571345246e-89 1.69470089646537e-87
ZT3D7_G11302 4.01085052453356 4.68521718064669 5.72705870883047e-89 1.95544033324528e-87
ZT3D7_G5135 3.32911413616114 7.9890647162391 6.03073450577814e-89 2.05174666411635e-87
ZT3D7_G5604 -3.75698094976583 6.48669790130756 6.86800389235101e-89 2.32825331950699e-87
ZT3D7_G6509 -3.79443277977278 5.49421148501473 1.00537249187916e-88 3.39608387648292e-87
ZT3D7_G2499 -3.2015707511387 6.13532143662143 2.57368823848756e-88 8.66292509210068e-87
ZT3D7_G9496 4.45381677189991 3.72890596750047 2.75630132054746e-88 9.24480994156767e-87
