genes logFC logCPM PValue
ZT3D7_G2 1.02081467338261 4.34659950957737 0.514656314195611
ZT3D7_G4 1.15845074453077 3.54974636701738 0.788655553757346
ZT3D7_G6 -0.128358286034318 4.99800399318608 0.902951885423463
ZT3D7_G7 0.530143502352992 4.97861153427794 0.437211352132299
ZT3D7_G9 0.181783093073356 4.92863277314907 0.913267374834214
ZT3D7_G10 0.222645479535298 5.67305517711465 0.727503950225429
ZT3D7_G11 0.374691283061003 6.64407827068687 0.551198414661525
ZT3D7_G13 0.577203180533198 5.06655978808708 0.440553764259519
ZT3D7_G14 -0.365870177804383 4.27279848081829 0.690663878185641
ZT3D7_G15 0.670128388559057 4.86935630378571 0.362860189128944
ZT3D7_G16 -1.56464818055461 3.98751295381935 0.328029437732258
ZT3D7_G17 0.767635480894019 10.0536281500758 0.166452183381727
ZT3D7_G18 -2.61855976972837 5.5458599381256 9.32890912251274e-05
ZT3D7_G19 0.132684498406834 3.60194797202623 0.999999999999998
ZT3D7_G20 -0.421197297852884 5.06059345039797 0.670453377837652
ZT3D7_G21 0.842009175507194 5.15450273341205 0.517940223840434
ZT3D7_G22 -0.376829749404974 6.93641540150793 0.557445168265171
ZT3D7_G23 0.955118788590554 4.89873049604574 0.473025277065993
ZT3D7_G26 -0.799922828376669 9.07991048018739 0.266476169411762
ZT3D7_G27 -0.39912028811718 5.75441920026514 0.581079146854365
ZT3D7_G31 0.0509977702736821 4.64721903600536 1
ZT3D7_G33 -0.720261838184641 6.46178697487632 0.2290166693243
ZT3D7_G34 0.392839638929103 3.88213646139098 0.80893490524141
ZT3D7_G35 1.41302303571858 7.20880566614296 0.0184131664928338
ZT3D7_G36 0.233424521788844 4.61706929958658 0.896732926984313
ZT3D7_G37 0.191589506311197 4.36132468568632 1
ZT3D7_G39 0.739531715837951 3.72573343608996 0.61116356547647
ZT3D7_G40 0.847790168684088 4.17360043587561 0.506046663250576
ZT3D7_G41 5.21447055817454 3.95888208136835 0.0502823179671195
ZT3D7_G47 -0.344113376386214 7.20702211343794 0.564998564691624
ZT3D7_G52 0.674712064606875 5.08664791561134 0.433180620676705
