genes logFC logCPM PValue FDR
ZT3D7_G11036 -6.0624621608379 3.11166138086128 7.20075223903826e-117 5.30605430614132e-115
ZT3D7_G8761 2.8950700995467 6.21411462904504 1.45144704274823e-116 1.06007012777001e-114
ZT3D7_G7064 -3.14696148006021 7.80295008456691 1.1897332755402e-115 8.61304273950286e-114
ZT3D7_G11365 -2.74974276845284 5.91700572125156 2.07419832841101e-115 1.48855293951096e-113
ZT3D7_G9981 -3.27989510416325 5.70304666699713 2.49479942351685e-115 1.77496376226591e-113
ZT3D7_G9380 -10.8997738146849 2.95930057623645 4.11799116970348e-115 2.90476761739853e-113
ZT3D7_G5652 -6.53978426935924 3.01325052626054 4.30471015404421e-114 3.01074346621414e-112
ZT3D7_G627 -8.8430512540918 2.72045842385697 6.87952315459949e-114 4.77115164663106e-112
ZT3D7_G2235 3.95312921603654 4.01169887361773 1.45781272164692e-113 1.00261069931267e-111
ZT3D7_G4530 -7.55005434000732 2.71351535519569 1.76578029768786e-113 1.20437890882792e-111
ZT3D7_G8171 2.66607044109913 5.37247767521036 3.30408569103044e-113 2.2351327219733e-111
ZT3D7_G11139 -8.07386064172363 2.7335125961584 7.76093911416974e-113 5.20740085440999e-111
ZT3D7_G494 -3.50697022606297 4.27006891336011 1.05936294585353e-112 7.05074386462031e-111
ZT3D7_G2954 -3.33119597451175 4.57562133289929 1.28431572246388e-111 8.4795661259955e-110
ZT3D7_G8783 3.4912580237389 6.20404393223138 2.73385527348534e-111 1.7906752041329e-109
ZT3D7_G10847 -3.35513288658158 6.3557224904045 3.92823671295954e-111 2.5527352434689e-109
ZT3D7_G9651 3.77250337809469 4.82211156520551 3.753912683379e-110 2.42039385749429e-108
ZT3D7_G6870 2.86564248185352 6.03782528981744 4.22008222645558e-110 2.6998712104603e-108
ZT3D7_G5704 -3.09273242967194 5.92387507784707 1.87599818380301e-109 1.19097023160971e-107
ZT3D7_G11200 3.6751129462139 6.79840822864978 4.61460979112088e-109 2.90720416840615e-107
ZT3D7_G9989 4.11295168670767 3.72649176370425 3.9011697800862e-108 2.43911774204935e-106
ZT3D7_G9673 2.66164986690356 5.57137970180681 1.21212100618468e-107 7.52152982258808e-106
ZT3D7_G3321 -3.87904330110751 3.82303793582892 2.54525345407431e-107 1.56761020570711e-105
ZT3D7_G10758 2.77682762048021 5.1818865786901 7.90851725448031e-107 4.83474021490563e-105
ZT3D7_G1948 2.77712323487325 9.33402119670555 9.97050680426638e-107 6.050484754089e-105
ZT3D7_G4346 -2.64197035210632 6.69106450019573 2.24181965415436e-106 1.35049179603912e-104
ZT3D7_G9626 -2.82986909373362 6.38013953899772 2.44725871056292e-105 1.46356711146926e-103
ZT3D7_G10725 -3.20722063173267 4.57573303899901 2.60773732177962e-105 1.54832058393146e-103
ZT3D7_G8342 -10.4703748211607 2.53671587686561 1.22000028879074e-104 7.19190170242144e-103
ZT3D7_G6258 -10.9472835853323 3.00570625574691 3.27344124057546e-104 1.91600784102619e-102
ZT3D7_G3602 -4.71579777843053 3.91076407953454 6.00668848720394e-104 3.49107042851367e-102
ZT3D7_G4547 3.43478449241752 7.02243402018863 7.97865662241593e-104 4.60474497236354e-102
ZT3D7_G791 2.77446634662251 5.29900594478662 1.01519524481593e-103 5.81833774685128e-102
ZT3D7_G11129 2.5127467965117 6.02998389046216 3.09369314832767e-103 1.76084479676884e-101
ZT3D7_G2439 -3.27717087612081 4.79895720820309 6.26076908926418e-103 3.5390498146368e-101
ZT3D7_G604 -10.4489399158226 2.52108953666485 2.86889110884902e-102 1.61067743682523e-100
ZT3D7_G405 -8.68548800068044 2.57093820253517 4.30584882451843e-102 2.4010925911318e-100
ZT3D7_G107 -2.92564780216666 5.63727835784931 1.40228800597223e-101 7.76716974046231e-100
ZT3D7_G6040 -7.49809677835092 2.67057299619496 2.02039429404661e-101 1.11162094058444e-99
ZT3D7_G2067 2.55966766884019 7.24877193322421 9.3292186044602e-101 5.09894312202715e-99
ZT3D7_G5015 5.74660585956286 2.95744529451732 4.31368521956634e-100 2.34216079717638e-98
ZT3D7_G8225 -7.66522885077747 2.82383416666353 5.12693664844458e-99 2.76552994507275e-97
ZT3D7_G767 -3.26149980149797 4.22293274356905 8.25058783203294e-99 4.42156502453038e-97
ZT3D7_G607 -10.3791470380249 2.44544450501443 1.42981932135828e-98 7.61309603817412e-97
ZT3D7_G5533 -10.8018553406221 2.86086457869577 1.46689290585032e-98 7.76042766152736e-97
ZT3D7_G2634 -6.59051456460314 2.6673610704106 1.51195086612391e-98 7.94785382045903e-97
ZT3D7_G9714 -4.00463384127801 3.70677336891636 2.37569209128537e-98 1.24092321704925e-96
ZT3D7_G7231 -3.53624052459902 4.02074678277452 3.40783190956075e-98 1.76885765720785e-96
ZT3D7_G4634 4.11101472157201 5.74048966262419 9.16233301936089e-98 4.72604590054909e-96
ZT3D7_G11241 -2.89683986469312 5.7967241248984 3.8026962310417e-97 1.94929515495572e-95
ZT3D7_G1161 -4.28630580978566 5.93127704801648 4.82767199782552e-97 2.4469714089431e-95
ZT3D7_G6633 -7.39997376299806 3.25507044374369 4.83286489346571e-97 2.4469714089431e-95
ZT3D7_G11394 -7.63849160862849 2.78853797380518 5.4973978631789e-97 2.76646491248875e-95
ZT3D7_G5726 -5.62203771351959 3.17580538485818 1.38510734154682e-96 6.92805508471874e-95
ZT3D7_G11194 4.01458921098217 5.48427921089029 2.42106478604551e-96 1.20367757103817e-94
ZT3D7_G3934 -2.44399344922501 6.24617928473988 4.03731815148232e-96 1.99520878468165e-94
ZT3D7_G704 -8.61468410027793 2.489659594219 5.53617280782304e-96 2.71964489184307e-94
ZT3D7_G11016 4.24766816047261 3.9400309591555 6.13592372603247e-96 2.99643659828082e-94
ZT3D7_G10141 -8.5372256268555 2.41511630941721 9.67805694907871e-96 4.69841200004392e-94
ZT3D7_G11159 -4.83602879780526 3.10864644559778 1.04412681682841e-95 5.03928574227187e-94
ZT3D7_G3734 -4.00898653085378 3.4832557834533 1.24673831141649e-95 5.98216935123272e-94
ZT3D7_G4922 2.83758755785368 6.0655270821239 3.02554016877312e-95 1.44334005854824e-93
ZT3D7_G11023 -5.20582815892296 3.11522364509371 4.46995824565347e-95 2.12014743686081e-93
ZT3D7_G11207 -8.58065735874347 2.45690989661007 2.87580192297754e-94 1.35622818687621e-92
ZT3D7_G7565 -5.85424495263588 2.78736911895287 4.11634561336276e-94 1.93023865608425e-92
ZT3D7_G10001 -5.66661886715968 2.59857795112738 5.66172106020138e-94 2.63989739603627e-92
ZT3D7_G3003 -2.72299154073681 5.76946902839528 8.63464054827598e-94 4.00346564297313e-92
ZT3D7_G5088 2.44877624002988 7.80646925247461 1.27714905886975e-93 5.88844200159331e-92
ZT3D7_G9355 -2.54076815214111 5.49794433646717 1.36715872106729e-93 6.26842273609351e-92
ZT3D7_G7859 -2.63292573553114 6.00191165970497 1.86339326629472e-93 8.49645559487865e-92
ZT3D7_G11632 5.51458555136661 3.41758601943861 2.78355472231024e-93 1.26223500677068e-91
ZT3D7_G676 3.32415890716144 5.54789970255251 3.1470718434488e-93 1.41927781005371e-91
ZT3D7_G10828 -6.63335936697726 3.11724654735818 4.22104505147852e-93 1.89327634836153e-91
ZT3D7_G7028 2.98660418570042 8.16947486374466 8.05873317127738e-93 3.59506620878661e-91
ZT3D7_G10924 -5.97731904856464 2.46451751765808 1.09536880017657e-92 4.86025736981573e-91
ZT3D7_G7856 2.18853082121684 7.82524899759987 1.60969781359131e-92 7.10419040404764e-91
ZT3D7_G9979 -8.05704670204023 2.72805369209265 1.80215227877836e-92 7.91125678550948e-91
ZT3D7_G3191 3.36110698956262 3.87141478126773 2.43050190408638e-92 1.06131916478439e-90
ZT3D7_G6581 -2.68538289110139 8.7441518146637 6.06513461855577e-92 2.63450294773372e-90
ZT3D7_G5940 -3.04268354488911 4.99886781964472 1.04920419879075e-91 4.53355091760211e-90
ZT3D7_G3322 -7.21478204193816 2.38125656587106 1.53181895073798e-91 6.58442802106279e-90
ZT3D7_G5338 2.37324963315794 7.85844417142903 2.98951469135914e-91 1.27836604910813e-89
ZT3D7_G5939 -10.2896494638293 2.36013769213402 7.92990856944919e-91 3.37348120740537e-89
ZT3D7_G2379 -2.7414786408817 4.62970321632098 8.24444510684015e-91 3.48930284444881e-89
ZT3D7_G5355 -8.48273610962245 2.36830750678851 9.7548488207604e-91 4.1074881284559e-89
ZT3D7_G5651 -2.29079921934177 6.09640389012212 2.10692427532595e-90 8.82662235749498e-89
ZT3D7_G6272 -8.46587358440173 2.35455137461468 2.70266981091572e-90 1.12652191664078e-88
ZT3D7_G9975 -10.1978958311921 2.26778400004828 3.00476927503416e-90 1.24614878526919e-88
ZT3D7_G7662 -4.00372331374579 3.20444470274346 3.48373533742999e-90 1.43756338699049e-88
ZT3D7_G10544 -4.86116965150752 3.45655345346553 3.52532189711558e-90 1.44748664760671e-88
ZT3D7_G6914 -2.84994066314394 5.40813401088508 2.42903644898559e-89 9.92417713538519e-88
ZT3D7_G1742 -2.73974426371299 5.74783554561864 6.22693068568135e-89 2.53156940635114e-87
ZT3D7_G9564 -10.3489369942044 2.40846729198228 8.21023604790325e-88 3.32152343643851e-86
ZT3D7_G2562 2.18067757594768 8.27339867739626 1.3131560676811e-87 5.28657415930346e-86
ZT3D7_G4540 3.11055464594572 7.10404624260753 3.78851591722649e-87 1.51779717790632e-85
ZT3D7_G6276 -10.1048109979929 2.17878858566587 1.02604790275339e-86 4.09080837749939e-85
ZT3D7_G10730 2.61799636884846 6.61671307482877 3.53584271548213e-86 1.40294759283048e-84
ZT3D7_G3631 -2.22320869881774 8.4942192477139 4.2209118218529e-86 1.6667552758733e-84
ZT3D7_G1442 2.30055483741068 5.91843924427674 6.81623086988383e-86 2.67877873186434e-84
ZT3D7_G582 -3.25781779726837 4.33467225639103 9.82231872743801e-86 3.84187660936236e-84
ZT3D7_G7263 5.17729719579417 3.71166257416208 3.53835174199222e-85 1.37745362861612e-83
ZT3D7_G4609 -3.43831599229673 3.80002189412716 4.88690392050383e-85 1.89350319511352e-83
ZT3D7_G9860 -8.2691619355422 2.15194166361563 4.03522589897771e-84 1.55620183851696e-82
ZT3D7_G5564 -10.0627671696634 2.13878011552486 4.45239262061671e-84 1.70909750223022e-82
ZT3D7_G7157 -7.50150689249647 2.16440840526453 7.77714387154184e-84 2.97151705425161e-82
ZT3D7_G572 2.80560820661457 4.81721238222902 6.37432815872677e-83 2.42430093520609e-81
ZT3D7_G10562 -2.45724886141034 4.49820625903094 1.07157267438285e-82 4.05673820260625e-81
ZT3D7_G10300 -2.34134512172009 7.4098804478413 1.49305962873392e-82 5.62658498444798e-81
ZT3D7_G2305 -10.098424131206 2.16459991032205 2.24997000746352e-82 8.44045566890747e-81
ZT3D7_G7842 -10.118078919694 2.18900637446865 2.42911926129702e-82 9.07127658981188e-81
ZT3D7_G3520 2.07289599226994 6.17869149239243 3.80731266486643e-82 1.41539420824967e-80
ZT3D7_G5717 -2.25467401973149 9.39354687871674 1.74208781329746e-81 6.44728731979549e-80
ZT3D7_G6567 2.33064998884581 7.08446105616348 1.91801253242776e-81 7.06667742416352e-80
ZT3D7_G11563 -5.48676796951016 2.77287935603547 2.95715242816589e-81 1.08468351065125e-79
ZT3D7_G5381 -2.11909767805391 5.84562234026161 8.96452782544354e-81 3.27363929837989e-79
ZT3D7_G9982 -10.3985116411067 2.47337956168598 9.06302809475799e-81 3.29502955356994e-79
ZT3D7_G1762 -2.08276122876248 6.18319596261594 9.15781215103431e-81 3.31488700361781e-79
ZT3D7_G2336 -2.69433900880107 4.73879387474125 1.50018825485277e-80 5.40657365384274e-79
ZT3D7_G1873 -4.41812008913305 3.03066350374676 1.7900203035731e-80 6.4230598110386e-79
ZT3D7_G4549 2.53051607156223 7.75338030885741 2.63296277057449e-80 9.40685789850705e-79
ZT3D7_G11247 -10.1697015064039 2.22934782428891 1.05942948399633e-79 3.76873772906108e-78
ZT3D7_G4330 -2.16867718379898 5.82058189418265 4.07508802488094e-79 1.44342066392028e-77
ZT3D7_G5224 2.10489636814972 7.57459934477045 7.03702842492276e-79 2.48190579448237e-77
ZT3D7_G4385 -9.97195293134739 2.05113907634522 1.07642738064858e-78 3.78032134999689e-77
ZT3D7_G9983 -9.93142951361996 2.00429341534542 1.3381794514136e-78 4.67965890360866e-77
ZT3D7_G7661 4.11387638457133 3.47734451271583 1.6739652948939e-78 5.82921332437104e-77
ZT3D7_G10897 -5.13560221704226 2.9298042937595 1.93786479525209e-78 6.71983115765359e-77
ZT3D7_G6906 -8.37445980648204 2.25740414056151 3.60679793200271e-78 1.24547712689617e-76
ZT3D7_G2210 2.60385916524976 5.12242973453235 3.86540171922487e-78 1.32921501619845e-76
ZT3D7_G10886 -3.41492035761739 4.17605823095266 4.24965786150924e-78 1.45528739962804e-76
ZT3D7_G7684 -2.84629300002274 6.15779431122546 9.67907719902619e-78 3.30088529436211e-76
ZT3D7_G7354 2.44986574142097 5.75953731905444 1.29092051579364e-77 4.38434856660286e-76
ZT3D7_G6268 -2.7535864245594 4.06375433876405 1.38226634888559e-77 4.67534597432492e-76
ZT3D7_G9624 2.0113974931514 8.42561173902807 1.49640522511294e-77 5.04074788688046e-76
ZT3D7_G9814 -2.20039666229633 5.40955078542641 2.72657634313812e-77 9.14733112191826e-76
ZT3D7_G10907 -4.83457754509386 3.16081021046982 8.20969418684259e-77 2.7431014625106e-75
ZT3D7_G10839 -6.83972071376866 2.02117337600617 1.63670870596182e-76 5.44667618963828e-75
ZT3D7_G6196 -6.62317595508723 2.45851229495817 2.11050847832016e-76 6.99519135404671e-75
ZT3D7_G4877 -3.07087139695338 4.87734326057995 2.32382129518466e-76 7.6713988596636e-75
ZT3D7_G10754 2.01826720868611 8.41154640445789 3.11411211129734e-76 1.02393495037996e-74
ZT3D7_G8709 2.34118969050764 5.98509111240481 1.60389266111935e-75 5.25274846516589e-74
ZT3D7_G10759 -5.35130701841764 2.16541529350755 2.38873374141337e-75 7.79218164738519e-74
ZT3D7_G10827 -7.26094463418859 1.93487613780703 3.18675920454961e-75 1.03544581555701e-73
ZT3D7_G9185 3.20881562626578 3.78523317996093 1.38990207676291e-74 4.49837719197031e-73
ZT3D7_G4393 -9.81163599512285 1.88860390242033 3.18895466878425e-74 1.02806417505767e-72
ZT3D7_G10667 -3.76547827154894 3.0817607989163 5.52472728945596e-74 1.77414686069572e-72
ZT3D7_G7093 -10.019915019061 2.09385857772935 8.70033414276549e-74 2.78309525892417e-72
ZT3D7_G11390 -9.87724068739041 1.94679786651105 4.62112225797336e-73 1.4725143627434e-71
ZT3D7_G6207 2.00160589898176 6.8289097108556 4.83260371264795e-73 1.5339799400186e-71
ZT3D7_G8215 -2.44400403254038 4.48137198508603 9.42962717570068e-73 2.98171314486811e-71
ZT3D7_G928 -2.35484959745033 4.41805233438385 1.72541262001122e-72 5.43504975303535e-71
ZT3D7_G5348 4.0565848026838 3.37408271854691 2.15389515236135e-72 6.75897212640236e-71
ZT3D7_G11109 -5.02399368548824 2.31313584442934 2.30468703531705e-72 7.20476594790592e-71
ZT3D7_G6271 -9.77621641382227 1.85650986625205 3.27496544321147e-72 1.01993546425752e-70
ZT3D7_G11460 -2.67229844276463 8.68655177628358 5.06292398926906e-72 1.57083878509164e-70
ZT3D7_G7221 3.14655472493398 4.48433376065971 9.30884656930962e-72 2.87737493395177e-70
ZT3D7_G8224 -8.11786154570974 1.9975447592037 1.55833551455183e-71 4.79885932895382e-70
ZT3D7_G3995 1.84590833107602 6.78138858508566 1.70590936178688e-71 5.23378065532607e-70
ZT3D7_G426 -2.08813948533447 7.36077095573923 7.47600642648355e-71 2.2851659643618e-69
ZT3D7_G2344 -5.7999254647069 2.28306566938514 9.53050181947498e-71 2.90240706701576e-69
ZT3D7_G2376 -2.19366969795166 5.81302868885407 1.52238464370646e-70 4.61920605312845e-69
ZT3D7_G9755 -2.44045004041551 5.38937140721049 1.96464262626854e-70 5.93926578556567e-69
ZT3D7_G11392 -7.98390241463998 1.87427723808959 1.9829767143853e-70 5.97281270942405e-69
ZT3D7_G2007 -1.90667381520096 6.27864023085403 2.56061488647233e-70 7.68463805747497e-69
ZT3D7_G7129 2.11578589763034 6.71786673270185 3.28633856534414e-70 9.82686673180622e-69
ZT3D7_G9878 -9.76353034131358 1.83687568084973 5.04943794484809e-70 1.50444084327911e-68
ZT3D7_G2479 2.18039674347392 6.52064657891403 6.8445365405875e-70 2.03194100969312e-68
ZT3D7_G8443 3.54935942714052 9.62039906876125 8.08154846583514e-70 2.3905741752164e-68
ZT3D7_G5462 2.60635120155202 5.39678239135183 1.66685129600468e-69 4.91304419497379e-68
ZT3D7_G7844 -6.79030692964601 1.97294339556947 1.8559842144682e-69 5.4510454526712e-68
ZT3D7_G10714 3.5463590750363 3.15457659982826 2.49732119183595e-69 7.30864957312841e-68
ZT3D7_G4528 -9.88869727631909 1.954328401725 2.55756725486337e-69 7.45851680367046e-68
ZT3D7_G7744 2.40425190272843 7.05516337679773 2.96129257324837e-69 8.60547450951366e-68
ZT3D7_G5555 -3.5557869371144 3.038709217427 8.02425281571971e-69 2.3236546837942e-67
