genes logFC logCPM PValue FDR
ZT3D7_G1666 5.67835998863931 6.44643044894216 2.29655284359506e-07 8.10778843490871e-05
ZT3D7_G7878 3.14408756030531 8.99012810477857 3.20946415512459e-07 0.000106197867113572
ZT3D7_G3752 8.21424218508655 6.17563234607138 3.25875669178905e-07 0.000106197867113572
ZT3D7_G6446 4.88162616687204 5.82139136285041 3.92925449158752e-07 0.000123305827063782
ZT3D7_G10431 3.88138354283878 7.11877655073175 1.16426808686477e-06 0.000352315839285899
ZT3D7_G9885 4.87816068873726 7.13728264920502 1.57136769099811e-06 0.000459110291235412
ZT3D7_G9189 4.65040968679227 5.61020070300488 1.66700199149162e-06 0.000464950020655642
ZT3D7_G8504 5.14190089737719 6.07207801616244 1.70110358082437e-06 0.000464950020655642
ZT3D7_G2172 3.36043045531698 7.8054542562806 2.18572780663515e-06 0.000578739740800612
ZT3D7_G7157 7.1293050849289 5.30102532502034 2.35474206511971e-06 0.000604597864174523
ZT3D7_G7847 3.16239909365453 7.42759271621808 3.02930358209884e-06 0.000754920272091867
ZT3D7_G1150 7.41017748561671 5.52727091810835 3.82005175990621e-06 0.000924779958905296
ZT3D7_G3154 -3.54312994241508 5.3846477005726 4.31709374226579e-06 0.0010160759799505
ZT3D7_G8192 7.15055130768892 5.31695485947189 4.57323014731072e-06 0.00104726970373415
ZT3D7_G615 -4.66432526092428 5.88491044392109 4.97031726015357e-06 0.00110824995119161
ZT3D7_G9291 2.98736789782628 7.14352777637073 7.39761008271311e-06 0.00160717821104688
ZT3D7_G7263 -2.8504226879993 8.83546932021059 8.27720157500485e-06 0.00173156200895741
ZT3D7_G9061 7.4175349320236 5.52087261676682 8.37885546645273e-06 0.00173156200895741
ZT3D7_G9800 3.46239176589767 6.71771702701558 9.13225758390429e-06 0.0018423242502005
ZT3D7_G10601 7.07000087751874 5.25318735418934 1.18535958559755e-05 0.00233570971366698
ZT3D7_G7606 2.98264156668193 6.06866339144186 1.21976298848048e-05 0.00234887540940799
ZT3D7_G3444 8.8936717443807 6.73485350986571 1.44556719372074e-05 0.00272184240719907
ZT3D7_G10335 3.5473704099455 8.41539615013845 1.48601841212253e-05 0.00273718130563352
ZT3D7_G107 6.80830592880485 5.0559019435612 1.65065510020109e-05 0.00295063154981893
ZT3D7_G5586 2.62582343834098 8.29638681742157 1.67154861786037e-05 0.00295063154981893
ZT3D7_G8455 6.92303788442419 5.130782695786 1.78256645992744e-05 0.00308238481938065
ZT3D7_G2246 7.00137627215099 5.19480973853201 1.85066157215696e-05 0.00310103811357854
ZT3D7_G8929 5.22443546360704 6.05129053740226 1.9113982775521e-05 0.00310103811357854
ZT3D7_G9984 6.72158076550874 4.9883946631474 1.91997872957481e-05 0.00310103811357854
ZT3D7_G10888 2.85588648452117 6.71977050879126 1.93975002973755e-05 0.00310103811357854
ZT3D7_G466 7.50046563977281 5.59484561625894 2.02668585499293e-05 0.00318002023136205
ZT3D7_G7531 6.55740565517914 4.87078158762715 2.08085570135403e-05 0.00320565279228594
ZT3D7_G5939 6.7571544289074 5.01628014864927 2.26477338968481e-05 0.00342668302335703
ZT3D7_G981 -2.72795659245632 5.8904420165677 2.45596104345223e-05 0.00365076454757382
ZT3D7_G8922 6.71305257674408 4.97958722707317 2.56825255337347e-05 0.00375186273874714
ZT3D7_G5513 3.33844764515488 6.87096320715985 2.92159091440506e-05 0.004171198688337
ZT3D7_G7630 -2.66584179515051 6.38380810187155 2.95375807034368e-05 0.004171198688337
ZT3D7_G6937 3.25564534720685 7.33034415596929 3.15810894257429e-05 0.00438666509351343
ZT3D7_G10163 3.32192184485137 5.71276659396959 3.36780734953361e-05 0.00460248897945134
ZT3D7_G7361 4.39930172096054 5.41542360612667 4.88706766555688e-05 0.00648720992699491
ZT3D7_G6567 -2.94975443084058 6.16672604803334 4.90005234660303e-05 0.00648720992699491
ZT3D7_G11383 4.53411196332441 5.55090463986212 5.05508530660491e-05 0.0065642603683149
ZT3D7_G6275 6.54829022628415 4.86250418345907 5.1264934076286e-05 0.0065642603683149
ZT3D7_G4533 6.46631162198623 4.80250106506231 5.19066971175615e-05 0.0065642603683149
ZT3D7_G10994 6.73330180602397 4.99983270093455 5.86100922206565e-05 0.00730298987331798
ZT3D7_G7499 3.17796954038006 7.10331109399814 6.65388217232549e-05 0.00817077444146578
ZT3D7_G10424 6.4337627179172 4.78017987058176 7.56133328742381e-05 0.00915245384919171
ZT3D7_G7223 -4.96593342110017 4.288718661274 7.71427692957519e-05 0.00920606597525219
ZT3D7_G7106 4.2482205618766 5.3238316359147 8.40823046720169e-05 0.00989485232619444
ZT3D7_G18 -2.61855976972837 5.5458599381256 9.32890912251274e-05 0.0108279242458973
ZT3D7_G2402 6.50643032433771 4.83326614245266 9.55056443909096e-05 0.0109353962827591
ZT3D7_G7582 3.22229054466709 5.72018536395391 9.92804756076977e-05 0.0112160462643203
ZT3D7_G8445 2.83388519970668 5.6828362830032 0.000103044531082982 0.0114881093666593
ZT3D7_G8832 -3.8108588421302 4.26685065579805 0.000104680168832048 0.0115188970196616
ZT3D7_G1873 3.98652896943349 5.09791547134709 0.000106955286962831 0.0116183608517444
ZT3D7_G8520 4.30365137265025 5.36819091879063 0.000112510251790583 0.0120670805496407
ZT3D7_G5704 4.43093089371048 5.47466458816286 0.000121188079434635 0.0128353324631207
ZT3D7_G3323 6.35375133396073 4.72101775181746 0.000124893114464094 0.0130644365290651
ZT3D7_G9990 6.88194401150562 5.10503512170062 0.000129032128661777 0.0133327954408687
ZT3D7_G4424 3.96582289661089 5.08454271832759 0.000139886271518857 0.0142801973322804
ZT3D7_G4571 2.84212302458754 5.71052035662884 0.000144367070642584 0.0145621689232692
ZT3D7_G10398 -2.06033670705084 6.72038764031557 0.000154548464272872 0.0154057545621652
ZT3D7_G109 6.61492214957655 4.90874287814553 0.000158802801256984 0.0156457690122143
ZT3D7_G1593 2.1480906892866 7.95907284082307 0.000162608397595069 0.0158365626761267
ZT3D7_G3445 8.03971328394296 5.97264517979463 0.000172881017932207 0.0166456916470408
ZT3D7_G4529 6.48950530130748 4.82108427975922 0.000176772805271307 0.0168291683040874
ZT3D7_G5261 2.90461777004937 5.42697394618027 0.000178947475512167 0.0168469106668288
ZT3D7_G6104 3.65505871170447 5.5119766739771 0.000183720996894206 0.0170418110449971
ZT3D7_G2242 6.91097054826483 5.12710210116175 0.000185040318203674 0.0170418110449971
ZT3D7_G6193 2.6686946931879 10.4844853424717 0.000187671237766041 0.0170982623396953
ZT3D7_G5245 6.95122343687274 5.16212021514824 0.000191851558102521 0.0172931728915177
ZT3D7_G1566 2.89471820218487 6.01629398100803 0.000199155832449063 0.0177231175451969
ZT3D7_G7045 2.69387477511557 5.6029384595463 0.000200804825249487 0.0177231175451969
ZT3D7_G3973 4.47188747779559 6.59073789164634 0.000225018550268169 0.019655486354868
ZT3D7_G4609 6.38435723598597 4.73785471877398 0.000263235580964493 0.0227591334440016
ZT3D7_G9981 2.99293561435247 5.88063065803254 0.000267054094749172 0.0228560539879771
ZT3D7_G4058 2.18726790624136 7.07672022832683 0.000276874999997958 0.023459618749827
ZT3D7_G794 3.98907307768878 5.12871753154491 0.000299511268734861 0.0250244422094848
ZT3D7_G8182 3.01042118122775 5.94963829524366 0.000304048708993029 0.0250244422094848
ZT3D7_G5308 4.39334150995347 5.40572953201344 0.000305647416161075 0.0250244422094848
ZT3D7_G2561 6.77043448088328 5.01728362720274 0.000307157086012796 0.0250244422094848
ZT3D7_G6198 -2.69666503354942 4.93933692762118 0.000321645710878337 0.0259552772216395
ZT3D7_G9153 6.47030340412165 4.78850655525315 0.000325987962404746 0.0260575094854285
ZT3D7_G3652 -2.10894577854818 7.79584344105689 0.000351838528697322 0.0278610079780599
ZT3D7_G4347 4.01671262090898 5.14258708494909 0.000369872165205164 0.0289440024430412
ZT3D7_G8916 6.13422998837544 4.5686970072986 0.000372347015967366 0.0289440024430412
ZT3D7_G2243 6.96637108874252 5.16363540683692 0.000382228920549716 0.0292534518661632
ZT3D7_G5073 6.18206840767456 4.60279744443356 0.000383232993879867 0.0292534518661632
ZT3D7_G9060 6.66205908875744 4.9572410823952 0.000408479030185662 0.030902168060385
ZT3D7_G4259 -2.18550480014328 5.47222677927414 0.000436779360824594 0.0326720421197338
ZT3D7_G877 -3.46764614646972 4.30949857894817 0.000439586073604349 0.0326720421197338
ZT3D7_G2346 3.86014033973139 5.00540714773405 0.00044762198224792 0.0329800091790141
ZT3D7_G8901 2.25899282864107 6.8933412169823 0.00046083167019396 0.0336605753582191
ZT3D7_G7275 -3.61530969058643 4.41560636389115 0.000473442196190337 0.0342861173360745
ZT3D7_G11006 6.08730204997801 4.53367404739947 0.00048317541846572 0.0346944518700004
ZT3D7_G180 6.29738603830985 4.68530468401484 0.000495283413127402 0.0352650114237687
ZT3D7_G11299 3.25802174682628 5.29564376465815 0.000567069236839007 0.0397738369203668
ZT3D7_G622 6.0495306904217 4.5075282016663 0.000567996490896304 0.0397738369203668
ZT3D7_G2280 -2.91563198770164 5.22723631539107 0.000579314839822654 0.0402338904739127
ZT3D7_G6867 6.19623239058414 4.6109551454319 0.00062852573673119 0.0432967363197022
ZT3D7_G6525 -3.28301153294281 3.94438467773811 0.000642680938187295 0.0439148031392012
ZT3D7_G6025 2.4908393609106 6.27859182399452 0.000692910492611994 0.0469682448312114
ZT3D7_G2533 -3.06723250835163 4.69651744637825 0.000699812120302664 0.0470595880581307
ZT3D7_G5126 2.65807488915578 5.59704710210433 0.000712991594880971 0.047568329003358
ZT3D7_G9971 3.6547347562312 4.8846531145167 0.000733121216308031 0.0485291880138902
ZT3D7_G2457 2.88676554660394 8.25776859419368 0.000753699993660583 0.049139342230513
ZT3D7_G10001 6.11487234567429 4.55668113063714 0.000753937742236125 0.049139342230513
